week_start,item_id
2025-03-17,I1386
2025-03-17,I1407
2025-03-17,I1412
2025-03-17,I1467
2025-03-17,I1468
2025-03-17,I1485
2025-03-17,I1488
2025-03-17,I1554
2025-03-17,I1560
2025-03-17,I1569
2025-03-17,I1573
2025-03-17,I1621
2025-03-17,I1638
2025-03-17,I1664
2025-03-17,I1678
2025-03-17,I1688
2025-03-17,I1693
2025-03-17,I1723
2025-03-17,I1732
2025-03-17,I1735
2025-03-17,I1766
2025-03-17,I1768
2025-03-17,I1771
2025-03-17,I1818
2025-03-17,I1822
2025-03-17,I1830
2025-03-17,I1855
2025-03-17,I1885
2025-03-17,I1906
2025-03-17,I1916
2025-03-17,I1939
2025-03-17,I1968
2025-03-17,I1980
2025-03-17,I2001
2025-03-17,I2016
2025-03-17,I2027
2025-03-17,I2085
2025-03-17,I2131
2025-03-17,I2171
2025-03-17,I2189
2025-03-17,I2192
2025-03-17,I2209
2025-03-17,I2210
2025-03-17,I2260
2025-03-17,I2300
2025-03-17,I2308
2025-03-17,I2309
2025-03-17,I2314
2025-03-17,I2396
2025-03-24,I0002
2025-03-24,I0052
2025-03-24,I0090
2025-03-24,I0095
2025-03-24,I0119
2025-03-24,I0142
2025-03-24,I0160
2025-03-24,I0164
2025-03-24,I0170
2025-03-24,I0186
2025-03-24,I0197
2025-03-24,I0204
2025-03-24,I0243
2025-03-24,I0246
2025-03-24,I0264
2025-03-24,I0279
2025-03-24,I0299
2025-03-24,I0314
2025-03-24,I0356
2025-03-24,I0377
2025-03-24,I0450
2025-03-24,I0479
2025-03-24,I0496
2025-03-24,I0510
2025-03-24,I0537
2025-03-24,I0580
2025-03-24,I0583
2025-03-24,I0592
2025-03-24,I0605
2025-03-24,I0650
2025-03-24,I0673
2025-03-24,I0700
2025-03-24,I0711
2025-03-24,I0716
2025-03-24,I0750
2025-03-24,I0809
2025-03-24,I0827
2025-03-24,I0866
2025-03-24,I0870
2025-03-24,I0910
2025-03-24,I0919
2025-03-24,I0954
2025-03-24,I1010
2025-03-24,I1022
2025-03-24,I1048
2025-03-24,I1052
2025-03-24,I1098
2025-03-24,I1103
2025-03-24,I1106
2025-03-24,I1124
2025-03-24,I1135
2025-03-24,I1147
2025-03-24,I1156
2025-03-24,I1166
2025-03-24,I1167
2025-03-24,I1181
2025-03-24,I1191
2025-03-24,I1207
2025-03-24,I1213
2025-03-24,I1245
2025-03-24,I1253
2025-03-24,I1254
2025-03-24,I1259
2025-03-24,I1270
2025-03-24,I1290
2025-03-24,I1300
2025-03-24,I1301
2025-03-24,I1324
2025-03-24,I1328
2025-03-24,I1329
2025-03-24,I1340
2025-03-24,I1361
2025-03-24,I1425
2025-03-24,I1429
2025-03-24,I1481
2025-03-24,I1544
2025-03-24,I1561
2025-03-24,I1563
2025-03-24,I1571
2025-03-24,I1580
2025-03-24,I1657
2025-03-24,I1687
2025-03-24,I1695
2025-03-24,I1698
2025-03-24,I1720
2025-03-24,I1733
2025-03-24,I1740
2025-03-24,I1742
2025-03-24,I1842
2025-03-24,I1853
2025-03-24,I1913
2025-03-24,I1916
2025-03-24,I1950
2025-03-24,I1955
2025-03-24,I1959
2025-03-24,I1970
2025-03-24,I1974
2025-03-24,I1979
2025-03-24,I1989
2025-03-24,I2001
2025-03-24,I2012
2025-03-24,I2050
2025-03-24,I2099
2025-03-24,I2102
2025-03-24,I2106
2025-03-24,I2114
2025-03-24,I2160
2025-03-24,I2194
2025-03-24,I2219
2025-03-24,I2239
2025-03-24,I2247
2025-03-24,I2286
2025-03-24,I2294
2025-03-24,I2303
2025-03-24,I2311
2025-03-24,I2325
2025-03-24,I2350
2025-03-24,I2361
2025-03-24,I2385
2025-03-24,I2397
2025-03-31,I0021
2025-03-31,I0044
2025-03-31,I0046
2025-03-31,I0057
2025-03-31,I0063
2025-03-31,I0096
2025-03-31,I0113
2025-03-31,I0114
2025-03-31,I0119
2025-03-31,I0143
2025-03-31,I0156
2025-03-31,I0171
2025-03-31,I0201
2025-03-31,I0206
2025-03-31,I0214
2025-03-31,I0233
2025-03-31,I0281
2025-03-31,I0289
2025-03-31,I0301
2025-03-31,I0305
2025-03-31,I0315
2025-03-31,I0330
2025-03-31,I0376
2025-03-31,I0399
2025-03-31,I0407
2025-03-31,I0428
2025-03-31,I0440
2025-03-31,I0448
2025-03-31,I0522
2025-03-31,I0552
2025-03-31,I0603
2025-03-31,I0635
2025-03-31,I0655
2025-03-31,I0657
2025-03-31,I0664
2025-03-31,I0668
2025-03-31,I0670
2025-03-31,I0699
2025-03-31,I0707
2025-03-31,I0729
2025-03-31,I0747
2025-03-31,I0777
2025-03-31,I0778
2025-03-31,I0786
2025-03-31,I0829
2025-03-31,I0844
2025-03-31,I0851
2025-03-31,I0861
2025-03-31,I0869
2025-03-31,I0875
2025-03-31,I0893
2025-03-31,I0935
2025-03-31,I0945
2025-03-31,I0948
2025-03-31,I0961
2025-03-31,I0984
2025-03-31,I0994
2025-03-31,I0996
2025-03-31,I1046
2025-03-31,I1083
2025-03-31,I1089
2025-03-31,I1112
2025-03-31,I1134
2025-03-31,I1156
2025-03-31,I1183
2025-03-31,I1192
2025-03-31,I1211
2025-03-31,I1364
2025-03-31,I1373
2025-03-31,I1394
2025-03-31,I1406
2025-03-31,I1415
2025-03-31,I1473
2025-03-31,I1478
2025-03-31,I1490
2025-03-31,I1496
2025-03-31,I1526
2025-03-31,I1528
2025-03-31,I1551
2025-03-31,I1554
2025-03-31,I1557
2025-03-31,I1564
2025-03-31,I1653
2025-03-31,I1663
2025-03-31,I1673
2025-03-31,I1684
2025-03-31,I1699
2025-03-31,I1703
2025-03-31,I1718
2025-03-31,I1719
2025-03-31,I1738
2025-03-31,I1761
2025-03-31,I1797
2025-03-31,I1810
2025-03-31,I1820
2025-03-31,I1833
2025-03-31,I1879
2025-03-31,I1959
2025-03-31,I1989
2025-03-31,I2005
2025-03-31,I2009
2025-03-31,I2031
2025-03-31,I2044
2025-03-31,I2068
2025-03-31,I2093
2025-03-31,I2108
2025-03-31,I2114
2025-03-31,I2164
2025-03-31,I2186
2025-03-31,I2203
2025-03-31,I2247
2025-03-31,I2248
2025-03-31,I2255
2025-03-31,I2266
2025-03-31,I2290
2025-03-31,I2309
2025-03-31,I2324
2025-03-31,I2331
2025-03-31,I2333
2025-03-31,I2395
