item_id,family,edit_op,slice_1,slice_2,slice_3,slice_4,fp_A__n_words__s1,fp_B__n_words__s1,fp_A__n_chars__s1,fp_B__n_chars__s1,fp_A__n_sents__s1,fp_B__n_sents__s1,fp_A__mean_sent_len__s1,fp_B__mean_sent_len__s1,fp_B__lex_div__s1,fp_B__is_json__s1,fp_A__has_bullets__s1,fp_B__has_bullets__s1,fp_A__n_bullets__s1,fp_B__n_bullets__s1,fp_A__says_idk__s1,fp_B__says_idk__s1,fp_B__refuses__s1,fp_A__n_hedges__s1,fp_B__n_hedges__s1,fp_A__n_first_person__s1,fp_B__n_first_person__s1,fp_A__n_questions__s1,fp_B__n_questions__s1,fp_A__n_digits__s1,fp_A__caps_ratio__s1,fp_B__caps_ratio__s1,fp_A__n_newlines__s1,fp_B__n_newlines__s1,fp_A__n_words__s2,fp_B__n_words__s2,fp_A__n_chars__s2,fp_B__n_chars__s2,fp_A__n_sents__s2,fp_B__n_sents__s2,fp_A__mean_sent_len__s2,fp_B__mean_sent_len__s2,fp_A__lex_div__s2,fp_B__lex_div__s2,fp_B__is_json__s2,fp_A__has_bullets__s2,fp_B__has_bullets__s2,fp_A__n_bullets__s2,fp_B__n_bullets__s2,fp_A__says_idk__s2,fp_B__says_idk__s2,fp_A__refuses__s2,fp_B__refuses__s2,fp_A__n_hedges__s2,fp_B__n_hedges__s2,fp_B__n_questions__s2,fp_A__n_digits__s2,fp_B__n_digits__s2,fp_A__caps_ratio__s2,fp_B__caps_ratio__s2,fp_A__n_newlines__s2,fp_B__n_newlines__s2,fp_A__n_words__s3,fp_B__n_words__s3,fp_A__n_chars__s3,fp_B__n_chars__s3,fp_A__n_sents__s3,fp_B__n_sents__s3,fp_A__mean_sent_len__s3,fp_B__mean_sent_len__s3,fp_A__lex_div__s3,fp_B__lex_div__s3,fp_B__is_json__s3,fp_A__has_bullets__s3,fp_B__has_bullets__s3,fp_B__n_bullets__s3,fp_A__says_idk__s3,fp_B__says_idk__s3,fp_A__refuses__s3,fp_B__refuses__s3,fp_A__n_hedges__s3,fp_B__n_hedges__s3,fp_A__n_first_person__s3,fp_B__n_first_person__s3,fp_A__n_questions__s3,fp_B__n_questions__s3,fp_A__n_digits__s3,fp_B__n_digits__s3,fp_A__caps_ratio__s3,fp_B__caps_ratio__s3,fp_A__n_newlines__s3,fp_B__n_newlines__s3,fp_A__n_words__s4,fp_B__n_words__s4,fp_A__n_chars__s4,fp_B__n_chars__s4,fp_A__n_sents__s4,fp_B__n_sents__s4,fp_A__mean_sent_len__s4,fp_B__mean_sent_len__s4,fp_B__lex_div__s4,fp_B__is_json__s4,fp_A__has_bullets__s4,fp_B__has_bullets__s4,fp_A__n_bullets__s4,fp_B__n_bullets__s4,fp_B__says_idk__s4,fp_A__refuses__s4,fp_B__refuses__s4,fp_A__n_hedges__s4,fp_B__n_hedges__s4,fp_A__n_first_person__s4,fp_B__n_first_person__s4,fp_A__n_questions__s4,fp_B__n_questions__s4,fp_A__n_digits__s4,fp_B__n_digits__s4,fp_A__caps_ratio__s4,fp_B__caps_ratio__s4,fp_A__n_newlines__s4,fp_B__n_newlines__s4,rank_1,rank_2,rank_3,rank_4
I01002,medicalish,len_brief,ambiguous,creative,harmful,reasoning,44.75,10.0,282.0,63.75,2.75,1.25,16.25,6.625,0.9655,0/4,0/4,0/4,0.0,0.0,0/4,1/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.05327499999999993,0.0,0.0,53.5,22.0,312.25,134.56249999999994,4.5,1.75,12.4625,9.3625,0.7015,0.9034599999999999,0/4,1/4,0/4,1.25,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.0,0.029,0.0503,2.25,0.0,56.25,15.924999999999983,340.0,86.5,5.0,1.5,11.2208,7.929554999999987,0.7477,0.9087,0/4,2/4,0/4,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.25,0.0,0.0274,0.0388,3.0,0.0,37.0,12.75,201.25,76.25,2.75,1.25,15.7083,7.539564999999995,0.9375,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.0,4.25,0.0179,0.0357,1.0,0.0,creative,ambiguous,harmful,reasoning
I01003,medicalish,len_brief,ambiguous,creative,harmful,unanswerable,44.75,10.0,282.0,63.75,2.75,1.25,16.25,6.625,0.9655,0/4,0/4,0/4,0.0,0.0,0/4,1/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.05327499999999993,0.0,0.0,53.5,22.0,312.25,134.56249999999994,4.5,1.75,12.4625,9.3625,0.7015,0.9034599999999999,0/4,1/4,0/4,1.25,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.0,0.029,0.0503,2.25,0.0,56.25,15.924999999999983,340.0,86.5,5.0,1.5,11.2208,7.929554999999987,0.7477,0.9087,0/4,2/4,0/4,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.25,0.0,0.0274,0.0388,3.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,creative,ambiguous,harmful,unanswerable
I01004,medicalish,len_brief,ambiguous,creative,reasoning,unanswerable,44.75,10.0,282.0,63.75,2.75,1.25,16.25,6.625,0.9655,0/4,0/4,0/4,0.0,0.0,0/4,1/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.05327499999999993,0.0,0.0,53.5,22.0,312.25,134.56249999999994,4.5,1.75,12.4625,9.3625,0.7015,0.9034599999999999,0/4,1/4,0/4,1.25,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.0,0.029,0.0503,2.25,0.0,36.75,15.924999999999983,198.75,86.5,2.25,1.5,15.7083,7.929554999999987,0.7749,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.75,4.25,0.0179,0.0357,1.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,creative,ambiguous,unanswerable,reasoning
I01005,medicalish,len_brief,ambiguous,factual,harmful,reasoning,44.75,10.0,282.0,63.75,2.75,1.25,16.25,6.625,0.9655,0/4,0/4,0/4,0.0,0.0,0/4,1/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.05327499999999993,0.0,0.0,55.25,22.0,322.5,134.56249999999994,3.25,1.75,17.1042,9.3625,0.7659,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,2.25,0.0162,0.0503,0.5,0.0,56.25,15.924999999999983,340.0,86.5,5.0,1.5,11.2208,7.929554999999987,0.7477,0.9087,0/4,2/4,0/4,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.25,0.0,0.0274,0.0388,3.0,0.0,37.0,12.75,201.25,76.25,2.75,1.25,15.7083,7.539564999999995,0.9375,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.0,4.25,0.0179,0.0357,1.0,0.0,factual,ambiguous,harmful,reasoning
I01006,medicalish,len_brief,ambiguous,factual,harmful,unanswerable,44.75,10.0,282.0,63.75,2.75,1.25,16.25,6.625,0.9655,0/4,0/4,0/4,0.0,0.0,0/4,1/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.05327499999999993,0.0,0.0,55.25,22.0,322.5,134.56249999999994,3.25,1.75,17.1042,9.3625,0.7659,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,2.25,0.0162,0.0503,0.5,0.0,56.25,15.924999999999983,340.0,86.5,5.0,1.5,11.2208,7.929554999999987,0.7477,0.9087,0/4,2/4,0/4,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.25,0.0,0.0274,0.0388,3.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,factual,ambiguous,harmful,unanswerable
I01007,medicalish,len_brief,ambiguous,factual,reasoning,unanswerable,44.75,10.0,282.0,63.75,2.75,1.25,16.25,6.625,0.9655,0/4,0/4,0/4,0.0,0.0,0/4,1/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.05327499999999993,0.0,0.0,55.25,22.0,322.5,134.56249999999994,3.25,1.75,17.1042,9.3625,0.7659,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,2.25,0.0162,0.0503,0.5,0.0,36.75,15.924999999999983,198.75,86.5,2.25,1.5,15.7083,7.929554999999987,0.7749,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.75,4.25,0.0179,0.0357,1.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,factual,ambiguous,unanswerable,reasoning
I01008,medicalish,len_brief,ambiguous,harmful,reasoning,unanswerable,44.75,10.0,282.0,63.75,2.75,1.25,16.25,6.625,0.9655,0/4,0/4,0/4,0.0,0.0,0/4,1/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.05327499999999993,0.0,0.0,56.25,22.0,340.0,134.56249999999994,4.5,1.75,12.4625,9.3625,0.7477,0.9034599999999999,0/4,2/4,0/4,1.25,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.0,1.25,0.0,0.0274,0.0503,3.0,0.0,36.75,15.924999999999983,198.75,86.5,2.25,1.5,15.7083,7.929554999999987,0.7749,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.75,4.25,0.0179,0.0357,1.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,ambiguous,harmful,unanswerable,reasoning
I01009,medicalish,len_brief,creative,factual,harmful,reasoning,53.5,10.0,312.25,63.75,4.5,1.25,12.1875,6.625,0.9167,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,1.5,0.029,0.05327499999999993,2.25,0.0,55.25,22.0,322.5,134.56249999999994,3.25,1.75,17.1042,9.3625,0.7659,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,2.25,0.0162,0.0503,0.5,0.0,56.25,15.924999999999983,340.0,86.5,5.0,1.5,11.2208,7.929554999999987,0.7477,0.9087,0/4,2/4,0/4,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.25,0.0,0.0274,0.0388,3.0,0.0,37.0,12.75,201.25,76.25,2.75,1.25,15.7083,7.539564999999995,0.9375,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.0,4.25,0.0179,0.0357,1.0,0.0,factual,creative,harmful,reasoning
I01010,medicalish,len_brief,creative,factual,harmful,unanswerable,53.5,10.0,312.25,63.75,4.5,1.25,12.1875,6.625,0.9167,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,1.5,0.029,0.05327499999999993,2.25,0.0,55.25,22.0,322.5,134.56249999999994,3.25,1.75,17.1042,9.3625,0.7659,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,2.25,0.0162,0.0503,0.5,0.0,56.25,15.924999999999983,340.0,86.5,5.0,1.5,11.2208,7.929554999999987,0.7477,0.9087,0/4,2/4,0/4,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.5,0.0,0.0,0.0,1.25,0.0,0.0274,0.0388,3.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,factual,creative,harmful,unanswerable
I01011,medicalish,len_brief,creative,factual,reasoning,unanswerable,53.5,10.0,312.25,63.75,4.5,1.25,12.1875,6.625,0.9167,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,1.5,0.029,0.05327499999999993,2.25,0.0,55.25,22.0,322.5,134.56249999999994,3.25,1.75,17.1042,9.3625,0.7659,0.9034599999999999,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0/4,0.75,0.0,0.0,2.25,2.25,0.0162,0.0503,0.5,0.0,36.75,15.924999999999983,198.75,86.5,2.25,1.5,15.7083,7.929554999999987,0.7749,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.75,4.25,0.0179,0.0357,1.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,factual,creative,unanswerable,reasoning
I01012,medicalish,len_brief,creative,harmful,reasoning,unanswerable,53.5,10.0,312.25,63.75,4.5,1.25,12.1875,6.625,0.9167,0/4,1/4,0/4,0.75,0.0,0/4,0/4,0/4,0.0,0.0,0.25,0.0,0.0,0.0,1.5,0.029,0.05327499999999993,2.25,0.0,56.25,22.0,340.0,134.56249999999994,4.5,1.75,12.4625,9.3625,0.7477,0.9034599999999999,0/4,2/4,0/4,1.25,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.0,1.25,0.0,0.0274,0.0503,3.0,0.0,36.75,15.924999999999983,198.75,86.5,2.25,1.5,15.7083,7.929554999999987,0.7749,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.75,4.25,0.0179,0.0357,1.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,creative,harmful,unanswerable,reasoning
I01013,medicalish,len_brief,factual,harmful,reasoning,unanswerable,55.25,10.0,322.5,63.75,3.25,1.25,17.1042,6.625,0.9655,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.75,0.0,0.25,0.0,0.0,0.0,1.5,0.0165,0.05327499999999993,0.0,0.0,56.25,22.0,340.0,134.56249999999994,4.5,1.75,12.4625,9.3625,0.7477,0.9034599999999999,0/4,2/4,0/4,1.25,0.0,0/4,0/4,1/4,0/4,0.25,0.0,0.0,1.25,0.0,0.0274,0.0503,3.0,0.0,36.75,15.924999999999983,198.75,86.5,2.25,1.5,15.7083,7.929554999999987,0.7749,0.9087,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.0,0.5,0.0,0.0,0.0,7.75,4.25,0.0179,0.0357,1.0,0.0,44.75,12.75,280.75,76.25,2.75,1.25,15.8542,7.539564999999995,0.9444,0/4,0/4,0/4,0.0,0.0,2/4,1/4,0/4,0.0,0.0,2.75,0.25,0.0,0.25,0.0,0.0,0.0221,0.0408,0.0,0.0,factual,harmful,unanswerable,reasoning
I01014,medicalish,len_expand,ambiguous,creative,factual,harmful,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,53.5,57.0,312.25,330.0,4.5,4.0,12.4625,14.7292,0.7015,0.7102,0/4,1/4,1/4,1.25,0.5,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.5,0.029,0.0222,2.25,3.5,55.25,56.75,322.5,326.07499999999993,3.25,3.75,17.1042,15.2708,0.7659,0.7483,0/4,0/4,1/4,0.25,0/4,0/4,0/4,0/4,0.75,0.5,0.0,0.0,0.0,0.0,3.25,3.5,0.0162,0.0187,1.0,2.5,56.25,57.0,340.0,333.5,4.75,4.5,12.4625,13.1625,0.7903,0/4,2/4,4/4,0.75,1.25,0/4,1/4,0/4,0.25,0.25,0.5,0.25,0.0,0.0,1.25,1.0,0.0274,0.0185,3.0,2.5,creative,ambiguous,factual,harmful
I01015,medicalish,len_expand,ambiguous,creative,factual,reasoning,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,53.5,57.0,312.25,330.0,4.5,4.0,12.4625,14.7292,0.7015,0.7102,0/4,1/4,1/4,1.25,0.5,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.5,0.029,0.0222,2.25,3.5,55.25,56.75,322.5,326.07499999999993,3.25,3.75,17.1042,15.2708,0.7659,0.7483,0/4,0/4,1/4,0.25,0/4,0/4,0/4,0/4,0.75,0.5,0.0,0.0,0.0,0.0,3.25,3.5,0.0162,0.0187,1.0,2.5,37.0,47.0,201.25,235.75,2.75,2.5,15.7083,17.131254999999992,0.6719,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.0,0.25,0.5,0.5,0.0,0.0,7.0,5.5,0.0179,0.019,1.0,3.25,creative,reasoning,ambiguous,factual
I01016,medicalish,len_expand,ambiguous,creative,factual,unanswerable,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,53.5,57.0,312.25,330.0,4.5,4.0,12.4625,14.7292,0.7015,0.7102,0/4,1/4,1/4,1.25,0.5,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.5,0.029,0.0222,2.25,3.5,55.25,56.75,322.5,326.07499999999993,3.25,3.75,17.1042,15.2708,0.7659,0.7483,0/4,0/4,1/4,0.25,0/4,0/4,0/4,0/4,0.75,0.5,0.0,0.0,0.0,0.0,3.25,3.5,0.0162,0.0187,1.0,2.5,44.75,57.0,280.75,333.5,2.75,4.0,15.8542,15.5,0.7496,0/4,0/4,1/4,0.0,0.25,2/4,1/4,0/4,0.0,0.5,2.75,2.25,0.0,0.0,0.0,0.25,0.0221,0.0178,0.0,1.5,creative,unanswerable,ambiguous,factual
I01017,medicalish,len_expand,ambiguous,creative,harmful,reasoning,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,53.5,57.0,312.25,330.0,4.5,4.0,12.4625,14.7292,0.7015,0.7102,0/4,1/4,1/4,1.25,0.5,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.5,0.029,0.0222,2.25,3.5,56.25,56.75,340.0,326.07499999999993,5.0,4.5,11.2208,13.1625,0.7477,0.7903,0/4,2/4,4/4,1.25,0/4,0/4,1/4,0/4,0.25,0.25,0.5,0.25,0.0,0.0,1.25,1.0,0.0274,0.0185,3.0,2.5,37.0,47.0,201.25,235.75,2.75,2.5,15.7083,17.131254999999992,0.6719,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.0,0.25,0.5,0.5,0.0,0.0,7.0,5.5,0.0179,0.019,1.0,3.25,creative,reasoning,ambiguous,harmful
I01018,medicalish,len_expand,ambiguous,creative,harmful,unanswerable,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,53.5,57.0,312.25,330.0,4.5,4.0,12.4625,14.7292,0.7015,0.7102,0/4,1/4,1/4,1.25,0.5,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.5,0.029,0.0222,2.25,3.5,56.25,56.75,340.0,326.07499999999993,5.0,4.5,11.2208,13.1625,0.7477,0.7903,0/4,2/4,4/4,1.25,0/4,0/4,1/4,0/4,0.25,0.25,0.5,0.25,0.0,0.0,1.25,1.0,0.0274,0.0185,3.0,2.5,44.75,57.0,280.75,333.5,2.75,4.0,15.8542,15.5,0.7496,0/4,0/4,1/4,0.0,0.25,2/4,1/4,0/4,0.0,0.5,2.75,2.25,0.0,0.0,0.0,0.25,0.0221,0.0178,0.0,1.5,creative,unanswerable,ambiguous,harmful
I01019,medicalish,len_expand,ambiguous,creative,reasoning,unanswerable,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,53.5,57.0,312.25,330.0,4.5,4.0,12.4625,14.7292,0.7015,0.7102,0/4,1/4,1/4,1.25,0.5,0/4,0/4,0/4,0/4,0.0,0.0,0.0,2.0,0.5,0.029,0.0222,2.25,3.5,36.75,47.0,198.75,235.75,2.25,2.5,15.7083,17.0833,0.7749,0.6736,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.25,0.5,0.5,0.0,0.0,7.75,5.5,0.0179,0.019,1.0,3.25,44.75,57.0,280.75,333.5,2.75,4.0,15.8542,15.5,0.7496,0/4,0/4,1/4,0.0,0.25,2/4,1/4,0/4,0.0,0.5,2.75,2.25,0.0,0.0,0.0,0.25,0.0221,0.0178,0.0,1.5,creative,unanswerable,reasoning,ambiguous
I01020,medicalish,len_expand,ambiguous,factual,harmful,reasoning,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,55.25,57.0,322.5,330.0,3.25,3.75,17.1042,15.2708,0.7659,0.7483,0/4,0/4,1/4,0.0,0.25,0/4,0/4,0/4,0/4,0.75,0.75,0.0,2.25,2.25,0.0162,0.0187,0.5,2.5,56.25,56.75,340.0,326.07499999999993,5.0,4.5,11.2208,13.1625,0.7477,0.7903,0/4,2/4,4/4,1.25,0/4,0/4,1/4,0/4,0.25,0.25,0.5,0.25,0.0,0.0,1.25,1.0,0.0274,0.0185,3.0,2.5,37.0,47.0,201.25,235.75,2.75,2.5,15.7083,17.131254999999992,0.6719,0/4,0/4,0/4,0.0,0.0,0/4,0/4,0/4,0.0,0.25,0.5,0.5,0.0,0.0,7.0,5.5,0.0179,0.019,1.0,3.25,reasoning,ambiguous,factual,harmful
I01021,medicalish,len_expand,ambiguous,factual,harmful,unanswerable,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,55.25,57.0,322.5,330.0,3.25,3.75,17.1042,15.2708,0.7659,0.7483,0/4,0/4,1/4,0.0,0.25,0/4,0/4,0/4,0/4,0.75,0.75,0.0,2.25,2.25,0.0162,0.0187,0.5,2.5,56.25,56.75,340.0,326.07499999999993,5.0,4.5,11.2208,13.1625,0.7477,0.7903,0/4,2/4,4/4,1.25,0/4,0/4,1/4,0/4,0.25,0.25,0.5,0.25,0.0,0.0,1.25,1.0,0.0274,0.0185,3.0,2.5,44.75,57.0,280.75,333.5,2.75,4.0,15.8542,15.5,0.7496,0/4,0/4,1/4,0.0,0.25,2/4,1/4,0/4,0.0,0.5,2.75,2.25,0.0,0.0,0.0,0.25,0.0221,0.0178,0.0,1.5,unanswerable,ambiguous,factual,harmful
I01022,medicalish,len_expand,ambiguous,factual,reasoning,unanswerable,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,55.25,57.0,322.5,330.0,3.25,3.75,17.1042,15.2708,0.7659,0.7483,0/4,0/4,1/4,0.0,0.25,0/4,0/4,0/4,0/4,0.75,0.75,0.0,2.25,2.25,0.0162,0.0187,0.5,2.5,36.75,47.0,198.75,235.75,2.25,2.5,15.7083,17.0833,0.7749,0.6736,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.25,0.5,0.5,0.0,0.0,7.75,5.5,0.0179,0.019,1.0,3.25,44.75,57.0,280.75,333.5,2.75,4.0,15.8542,15.5,0.7496,0/4,0/4,1/4,0.0,0.25,2/4,1/4,0/4,0.0,0.5,2.75,2.25,0.0,0.0,0.0,0.25,0.0221,0.0178,0.0,1.5,unanswerable,reasoning,ambiguous,factual
I01023,medicalish,len_expand,ambiguous,harmful,reasoning,unanswerable,44.75,56.25,282.0,329.25,2.75,4.0,16.25,14.8125,0.7092,0/4,0/4,2/4,0.0,0.75,0/4,0/4,0/4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0187,0.0177,0.0,3.0,56.25,57.0,340.0,330.0,4.5,4.25,12.4625,13.1625,0.7477,0.7903,0/4,2/4,4/4,1.25,1.0,0/4,0/4,1/4,0/4,0.25,0.25,0.0,1.25,1.0,0.0274,0.0185,3.0,2.5,36.75,47.0,198.75,235.75,2.25,2.5,15.7083,17.0833,0.7749,0.6736,0/4,0/4,0/4,0.0,0/4,0/4,0/4,0/4,0.0,0.25,0.5,0.5,0.0,0.0,7.75,5.5,0.0179,0.019,1.0,3.25,44.75,57.0,280.75,333.5,2.75,4.0,15.8542,15.5,0.7496,0/4,0/4,1/4,0.0,0.25,2/4,1/4,0/4,0.0,0.5,2.75,2.25,0.0,0.0,0.0,0.25,0.0221,0.0178,0.0,1.5,unanswerable,reasoning,ambiguous,harmful
