slate_id,position,stock_code
S01541,9,21791
S01541,10,21121
S01543,1,85099B
S01543,2,23209
S01543,3,23200
S01543,4,20725
S01543,5,20728
S01543,6,23201
S01543,7,22383
S01543,8,21931
S01543,9,22411
S01543,10,20727
S01544,1,85123A
S01544,2,22111
S01544,3,22470
S01544,4,21733
S01544,5,22720
S01544,6,22457
S01544,7,22667
S01544,8,22766
S01544,9,85184C
S01544,10,20685
S01545,1,22867
S01545,2,22834
S01545,3,22086
S01545,4,84029E
S01545,5,23301
S01545,6,85123A
S01545,7,84030E
S01545,8,21484
S01545,9,21175
S01545,10,82482
S01547,1,22386
S01547,2,23209
S01547,3,23201
S01547,4,20725
S01547,5,22411
S01547,6,22384
S01547,7,21931
S01547,8,23206
S01547,9,85099F
S01547,10,20728
S01548,1,22666
S01548,2,21181
S01548,3,22699
S01548,4,22914
S01548,5,20914
S01548,6,82482
S01548,7,22989
S01548,8,22727
S01548,9,84879
S01548,10,22457
S01549,1,22469
S01549,2,22961
S01549,3,82494L
S01549,4,22666
S01549,5,21733
S01549,6,84378
S01549,7,22470
S01549,8,22629
S01549,9,20914
S01549,10,22766
S01551,1,22114
S01551,2,22809
S01551,3,22865
S01551,4,22113
S01551,5,22086
S01551,6,85123A
S01551,7,84032A
S01551,8,21485
S01551,9,23301
S01551,10,22697
S01552,1,21984
S01552,2,22422
S01552,3,21212
S01552,4,22921
S01552,5,23551
S01552,6,21790
S01552,7,84535B
S01552,8,84755
S01552,9,22741
S01552,10,21900
S01554,1,82482
S01554,2,85123A
S01554,3,84406B
S01554,4,22470
S01554,5,22090
S01554,6,21709
S01554,7,22429
S01554,8,71053
S01554,9,84879
S01554,10,22088
S01555,1,82483
S01555,2,22139
S01555,3,85035A
S01555,4,23355
S01555,5,22720
S01555,6,21754
S01555,7,22507
S01555,8,85014A
S01555,9,23169
S01555,10,21770
S01556,1,85123A
S01556,2,22666
S01556,3,22722
S01556,4,82482
S01556,5,22989
S01556,6,22960
S01556,7,22457
S01556,8,20914
S01556,9,22727
S01556,10,22084
S01557,1,23297
S01557,2,21791
S01557,3,22630
S01557,4,23209
S01557,5,23192
S01557,6,23193
S01557,7,23236
S01557,8,22551
S01557,9,22620
S01557,10,23301
S01558,1,23209
S01558,2,85099B
S01558,3,22384
S01558,4,22383
S01558,5,23201
S01558,6,23199
S01558,7,20726
S01558,8,20725
S01558,9,23203
S01558,10,20728
S01559,1,20727
S01559,2,22382
S01559,3,20728
S01559,4,20726
S01559,5,21175
S01559,6,85099B
S01559,7,84380
S01559,8,20724
S01559,9,21931
S01559,10,22558
S01560,1,21931
S01560,2,22961
S01560,3,22629
S01560,4,21156
S01560,5,82600
S01560,6,22621
S01560,7,22561
S01560,8,20725
S01560,9,22469
S01560,10,22667
S01561,1,23296
S01561,2,22077
S01561,3,22086
S01561,4,23198
S01561,5,23242
S01561,6,22961
S01561,7,22966
S01561,8,22558
S01561,9,23306
S01561,10,22666
S01562,1,84997D
S01562,2,22551
S01562,3,22384
S01562,4,22432
S01562,5,22353
S01562,6,85123A
S01562,7,22561
S01562,8,22090
S01562,9,20914
S01562,10,85099B
S01564,1,22296
S01564,2,84879
S01564,3,22297
S01564,4,84836
S01564,5,22469
S01564,6,21174
S01564,7,22178
S01564,8,21136
S01564,9,21166
S01564,10,23148
S01565,1,21244
S01565,2,21240
S01565,3,21243
S01565,4,20727
S01565,5,22384
S01565,6,22556
S01565,7,22383
S01565,8,20725
S01565,9,22553
S01565,10,20726
S01567,1,22866
S01567,2,22086
S01567,3,22867
S01567,4,23439
S01567,5,85123A
S01567,6,22113
S01567,7,22666
S01567,8,22726
S01567,9,23301
S01567,10,84347
S01568,1,85099C
S01568,2,22385
S01568,3,22383
S01568,4,20727
S01568,5,20728
S01568,6,22663
S01568,7,20726
S01568,8,22865
S01568,9,22382
S01568,10,85123A
S01569,1,22086
S01569,2,22910
S01569,3,22149
S01569,4,23318
S01569,5,23247
S01569,6,22739
S01569,7,22666
S01569,8,22748
S01569,9,22743
S01569,10,21888
S01570,1,84029E
S01570,2,22113
S01570,3,22158
S01570,4,22086
S01570,5,22111
S01570,6,22834
S01570,7,21181
S01570,8,21481
S01570,9,21484
S01570,10,22910
S01571,1,20725
S01571,2,22555
S01571,3,85099B
S01571,4,22382
S01571,5,22865
S01571,6,21328
S01571,7,22383
S01571,8,20754
S01571,9,22518
S01571,10,22759
S01572,1,22697
S01572,2,85123A
S01572,3,47566
S01572,4,22666
S01572,5,22326
S01572,6,85099B
S01572,7,22457
S01572,8,22090
S01572,9,71053
S01572,10,48187
S01574,1,22551
S01574,2,22432
S01574,3,22629
S01574,4,20725
S01574,5,20726
S01574,6,21559
S01574,7,22382
S01574,8,22557
S01574,9,20727
S01574,10,22367
S01575,1,23281
S01575,2,21791
S01575,3,22491
S01575,4,23148
S01575,5,23192
S01575,6,22532
S01575,7,23122
S01575,8,22620
S01575,9,22356
S01575,10,22586
S01577,1,22147
S01577,2,22563
S01577,3,22273
S01577,4,20725
S01577,5,20971
S01577,6,22557
S01577,7,22621
S01577,8,22077
S01577,9,22561
S01577,10,21429
S01578,1,22746
S01578,2,85152
S01578,3,22629
S01578,4,22834
S01578,5,20754
S01578,6,85123A
S01578,7,21328
S01578,8,20725
S01578,9,22086
S01578,10,22557
S01579,1,21181
S01579,2,21175
S01579,3,21907
S01579,4,21166
S01579,5,85123A
S01579,6,21165
S01579,7,82583
S01579,8,22659
S01579,9,20914
S01579,10,21174
S01581,1,22382
S01581,2,22383
S01581,3,20725
S01581,4,20727
S01581,5,23207
S01581,6,22384
S01581,7,22556
S01581,8,23208
S01581,9,22631
S01581,10,23203
S01583,1,22584
S01583,2,22149
S01583,3,22910
S01583,4,22447
S01583,5,22865
S01583,6,22086
S01583,7,22744
S01583,8,22666
S01583,9,22470
S01583,10,22557
S01584,1,23209
S01584,2,85152
S01584,3,23203
S01584,4,21908
S01584,5,20725
S01584,6,22411
S01584,7,23301
S01584,8,21165
S01584,9,23201
S01584,10,22383
S01585,1,22737
S01585,2,22077
S01585,3,22086
S01585,4,23349
S01585,5,35970
S01585,6,23264
S01585,7,23319
S01585,8,22950
S01585,9,23301
S01585,10,23344
S01586,1,22469
S01586,2,22834
S01586,3,22131
S01586,4,22176
S01586,5,85123A
S01586,6,22147
S01586,7,20728
S01586,8,84050
S01586,9,22646
S01586,10,22629
S01587,1,22771
S01587,2,21673
S01587,3,23301
S01587,4,85123A
S01587,5,23209
S01587,6,84879
S01587,7,23263
S01587,8,22775
S01587,9,20728
S01587,10,21390
S01588,1,22646
S01588,2,22296
S01588,3,22528
S01588,4,21080
S01588,5,22147
S01588,6,22563
S01588,7,22558
S01588,8,21122
S01588,9,20654
S01588,10,22444
S01589,1,21915
S01589,2,21790
S01589,3,22613
S01589,4,22558
S01589,5,22560
S01589,6,22197
S01589,7,22418
S01589,8,22037
S01589,9,20719
S01589,10,22551
S01590,1,82494L
S01590,2,84406B
S01590,3,21755
S01590,4,21733
S01590,5,22667
S01590,6,82482
S01590,7,71053
S01590,8,85014B
S01590,9,22188
S01590,10,22173
S01591,1,22910
S01591,2,23343
S01591,3,23247
S01591,4,23320
S01591,5,35970
S01591,6,85099B
S01591,7,23311
S01591,8,22144
S01591,9,22865
S01591,10,84347
S01592,1,84879
S01592,2,22993
S01592,3,22077
S01592,4,22556
S01592,5,85053
S01592,6,84978
S01592,7,22558
S01592,8,85123A
S01592,9,22969
S01592,10,23170
S01593,1,23171
S01593,2,23321
S01593,3,23272
S01593,4,23301
S01593,5,22077
S01593,6,23209
S01593,7,22672
S01593,8,85152
S01593,9,82482
S01593,10,35970
S01594,1,85123A
S01594,2,85099B
S01594,3,22667
S01594,4,22470
S01594,5,20914
S01594,6,22086
S01594,7,47556B
S01594,8,22384
S01594,9,22750
S01594,10,21535
S01595,1,22630
S01595,2,22554
S01595,3,22557
S01595,4,22382
S01595,5,22555
S01595,6,85099B
S01595,7,22367
S01595,8,21559
S01595,9,22865
S01595,10,20726
S01596,1,85132B
S01596,2,21166
S01596,3,82482
S01596,4,85152
S01596,5,20725
S01596,6,82583
S01596,7,21181
S01596,8,84879
S01596,9,21165
S01596,10,21175
S01597,1,22865
S01597,2,85123A
S01597,3,22866
S01597,4,22867
S01597,5,22086
S01597,6,22633
S01597,7,21181
S01597,8,22144
S01597,9,22632
S01597,10,22470
S01598,1,22382
S01598,2,22630
S01598,3,22383
S01598,4,20726
S01598,5,23206
S01598,6,20728
S01598,7,23202
S01598,8,23301
S01598,9,23208
S01598,10,23199
S01599,1,23301
S01599,2,22464
S01599,3,84879
S01599,4,22970
S01599,5,23321
S01599,6,23203
S01599,7,85123A
S01599,8,84978
S01599,9,23147
S01599,10,84949
S01600,1,20725
S01600,2,22382
S01600,3,20726
S01600,4,20728
S01600,5,20727
S01600,6,23199
S01600,7,22384
S01600,8,85099B
S01600,9,22629
S01600,10,21931
S01601,1,85123A
S01601,2,21756
S01601,3,23146
S01601,4,82482
S01601,5,48187
S01601,6,22470
S01601,7,22722
S01601,8,82483
S01601,9,47566
S01601,10,85150
S01602,1,21559
S01602,2,23203
S01602,3,22629
S01602,4,23206
S01602,5,23199
S01602,6,23209
S01602,7,23511
S01602,8,22382
S01602,9,20725
S01602,10,20727
S01603,1,22113
S01603,2,22835
S01603,3,85123A
S01603,4,21479
S01603,5,22910
S01603,6,21484
S01603,7,21488
S01603,8,22866
S01603,9,22470
S01603,10,84030E
S01605,1,21531
S01605,2,85123A
S01605,3,21218
S01605,4,21535
S01605,5,22090
S01605,6,22328
S01605,7,22584
S01605,8,85099B
S01605,9,21164
S01605,10,20754
S01606,1,85123A
S01606,2,22469
S01606,3,85152
S01606,4,82482
S01606,5,22384
S01606,6,22295
S01606,7,22470
S01606,8,84879
S01606,9,22089
S01606,10,22077
S01607,1,22469
S01607,2,82552
S01607,3,22295
S01607,4,21901
S01607,5,22178
S01607,6,84836
S01607,7,21171
S01607,8,21232
S01607,9,22528
S01607,10,84879
S01608,1,22554
S01608,2,22382
S01608,3,22629
S01608,4,22557
S01608,5,20725
S01608,6,21731
S01608,7,22558
S01608,8,22352
S01608,9,22367
S01608,10,84375
S01609,1,22384
S01609,2,22383
S01609,3,22382
S01609,4,20724
S01609,5,20726
S01609,6,85099B
S01609,7,20728
S01609,8,20727
S01609,9,85099F
S01609,10,22554
S01610,1,84987
S01610,2,23321
S01610,3,22178
S01610,4,72351A
S01610,5,23209
S01610,6,84978
S01610,7,84879
S01610,8,21210
S01610,9,22993
S01610,10,84836
S01612,1,84378
S01612,2,82552
S01612,3,22469
S01612,4,22558
S01612,5,84947
S01612,6,22961
S01612,7,21673
S01612,8,22294
S01612,9,22178
S01612,10,22077
S01613,1,85123A
S01613,2,22646
S01613,3,22198
S01613,4,22582
S01613,5,84987
S01613,6,21931
S01613,7,22149
S01613,8,47591D
S01613,9,22089
S01613,10,22055
S01614,1,22367
S01614,2,21914
S01614,3,21094
S01614,4,22557
S01614,5,20725
S01614,6,21891
S01614,7,20972
S01614,8,21889
S01614,9,21210
S01614,10,22910
S01615,1,72807C
S01615,2,22084
S01615,3,22971
S01615,4,85123A
S01615,5,22659
S01615,6,22697
S01615,7,72802A
S01615,8,22989
S01615,9,21164
S01615,10,21865
S01616,1,85123A
S01616,2,22077
S01616,3,23321
S01616,4,23301
S01616,5,84879
S01616,6,23198
S01616,7,22469
S01616,8,85152
S01616,9,23209
S01616,10,82482
S01617,1,22557
S01617,2,85099B
S01617,3,22077
S01617,4,21181
S01617,5,21429
S01617,6,22652
S01617,7,22865
S01617,8,22694
S01617,9,85123A
S01617,10,22553
S01618,1,21931
S01618,2,22866
S01618,3,20725
S01618,4,85099C
S01618,5,22411
S01618,6,20713
S01618,7,22383
S01618,8,21930
S01618,9,21929
S01618,10,22553
S01619,1,22086
S01619,2,85099B
S01619,3,20725
S01619,4,23202
S01619,5,22865
S01619,6,23493
S01619,7,23301
S01619,8,23206
S01619,9,23199
S01619,10,23208
S01620,1,22470
S01620,2,85123A
S01620,3,21733
S01620,4,22086
S01620,5,20914
S01620,6,82482
S01620,7,22666
S01620,8,22144
S01620,9,22173
S01620,10,82567
S01621,1,20725
S01621,2,20675
S01621,3,21705
S01621,4,46000M
S01621,5,22367
S01621,6,84946
S01621,7,84378
S01621,8,22632
S01621,9,22557
S01621,10,22558
S01622,1,85099B
S01622,2,21232
S01622,3,22551
S01622,4,21990
S01622,5,23198
S01622,6,21154
S01622,7,23300
S01622,8,21080
S01622,9,22961
S01622,10,21231
S01624,1,84879
S01624,2,85152
S01624,3,82482
S01624,4,22667
S01624,5,22021
S01624,6,22296
S01624,7,22149
S01624,8,21175
S01624,9,20727
S01624,10,22173
S01625,1,22403
S01625,2,22093
S01625,3,85032C
S01625,4,21530
S01625,5,21993
S01625,6,84660C
S01625,7,47504H
S01625,8,22097
S01625,9,23293
S01625,10,85071A
S01626,1,22554
S01626,2,22555
S01626,3,22382
S01626,4,85152
S01626,5,82482
S01626,6,22469
S01626,7,22659
S01626,8,21171
S01626,9,22384
S01626,10,22553
S01627,1,82600
S01627,2,22413
S01627,3,21907
S01627,4,21165
S01627,5,21174
S01627,6,21169
S01627,7,21903
S01627,8,22722
S01627,9,22084
S01627,10,21172
S01628,1,22737
S01628,2,22694
S01628,3,22736
S01628,4,22575
S01628,5,22910
S01628,6,22734
S01628,7,35970
S01628,8,85123A
S01628,9,22867
S01628,10,85099B
S01629,1,21181
S01629,2,22384
S01629,3,22866
S01629,4,85123A
S01629,5,22694
S01629,6,21166
S01629,7,21162
S01629,8,22086
S01629,9,22411
S01629,10,22652
S01630,1,21166
S01630,2,21181
S01630,3,85152
S01630,4,21175
S01630,5,21165
S01630,6,82582
S01630,7,85150
S01630,8,82551
S01630,9,85123A
S01630,10,21907
S01631,1,20914
S01631,2,85123A
S01631,3,22090
S01631,4,21529
S01631,5,22072
S01631,6,20762
S01631,7,22667
S01631,8,22088
S01631,9,21537
S01631,10,21164
S01632,1,22727
S01632,2,22467
S01632,3,47566
S01632,4,22328
S01632,5,23236
S01632,6,22429
S01632,7,23203
S01632,8,20914
S01632,9,22629
S01632,10,23242
S01633,1,20727
S01633,2,22382
S01633,3,22384
S01633,4,22521
S01633,5,23206
S01633,6,22383
S01633,7,20728
S01633,8,20726
S01633,9,22993
S01633,10,85099B
S01634,1,85123A
S01634,2,22144
S01634,3,22659
S01634,4,22748
S01634,5,22150
S01634,6,22834
S01634,7,22961
S01634,8,22077
S01634,9,22569
S01634,10,21481
S01635,1,72807B
S01635,2,72802A
S01635,3,21530
S01635,4,20761
S01635,5,22063
S01635,6,21688
S01635,7,22304
S01635,8,21537
S01635,9,84884A
S01635,10,85123A
S01636,1,85123A
S01636,2,22584
S01636,3,22286
S01636,4,23176
S01636,5,72349B
S01636,6,22326
S01636,7,22619
S01636,8,23146
S01636,9,22588
S01636,10,23178
S01637,1,23247
S01637,2,22666
S01637,3,23298
S01637,4,22699
S01637,5,85123A
S01637,6,23240
S01637,7,20914
S01637,8,22960
S01637,9,22457
S01637,10,23318
S01638,1,22745
S01638,2,22694
S01638,3,84946
S01638,4,84836
S01638,5,84879
S01638,6,22739
S01638,7,22867
S01638,8,22297
S01638,9,21733
S01638,10,22575
S01639,1,15056BL
S01639,2,21278
S01639,3,22114
S01639,4,21614
S01639,5,21466
S01639,6,85123A
S01639,7,21111
S01639,8,84997D
S01639,9,15044D
S01639,10,85152
S01640,1,22736
S01640,2,22666
S01640,3,22144
S01640,4,22789
S01640,5,22867
S01640,6,21192
S01640,7,21584
S01640,8,22294
S01640,9,22075
S01640,10,85123A
S01641,1,85123A
S01641,2,22726
S01641,3,82494L
S01641,4,22720
S01641,5,84406B
S01641,6,21428
S01641,7,82483
S01641,8,22766
S01641,9,22862
S01641,10,20685
S01642,1,82482
S01642,2,22077
S01642,3,22699
S01642,4,23300
S01642,5,84879
S01642,6,82567
S01642,7,22865
S01642,8,85123A
S01642,9,22666
S01642,10,22086
S01643,1,22993
S01643,2,21166
S01643,3,22907
S01643,4,22382
S01643,5,21358
S01643,6,22197
S01643,7,22178
S01643,8,21877
S01643,9,84879
S01643,10,22897
S01644,1,22332
S01644,2,21121
S01644,3,22384
S01644,4,22434
S01644,5,22659
S01644,6,85123A
S01644,7,23156
S01644,8,23192
S01644,9,23203
S01644,10,22553
S01645,1,22694
S01645,2,85123A
S01645,3,22588
S01645,4,22575
S01645,5,22296
S01645,6,21143
S01645,7,22867
S01645,8,22469
S01645,9,22186
S01645,10,22086
S01646,1,23355
S01646,2,21485
S01646,3,85123A
S01646,4,22113
S01646,5,21479
S01646,6,22866
S01646,7,84030E
S01646,8,22086
S01646,9,84029G
S01646,10,22720
S01647,1,22382
S01647,2,22384
S01647,3,22662
S01647,4,23206
S01647,5,85099B
S01647,6,23208
S01647,7,23209
S01647,8,22993
S01647,9,85123A
S01647,10,22554
S01648,1,21242
S01648,2,21245
S01648,3,20674
S01648,4,20725
S01648,5,22333
S01648,6,21121
S01648,7,23203
S01648,8,22384
S01648,9,23206
S01648,10,22386
S01649,1,20725
S01649,2,22551
S01649,3,20724
S01649,4,22382
S01649,5,85099B
S01649,6,23206
S01649,7,22383
S01649,8,20727
S01649,9,22993
S01649,10,22662
S01650,1,21244
S01650,2,22554
S01650,3,20676
S01650,4,20727
S01650,5,22562
S01650,6,22555
S01650,7,21121
S01650,8,21242
S01650,9,20675
S01650,10,22560
S01651,1,20727
S01651,2,22961
S01651,3,84050
S01651,4,20728
S01651,5,85099B
S01651,6,84380
S01651,7,21166
S01651,8,22629
S01651,9,22079
S01651,10,22384
S01652,1,21668
S01652,2,20725
S01652,3,21429
S01652,4,85049F
S01652,5,21210
S01652,6,21078
S01652,7,22528
S01652,8,22469
S01652,9,21121
S01652,10,21669
S01653,1,22556
S01653,2,22382
S01653,3,20725
S01653,4,22553
S01653,5,85099B
S01653,6,22646
S01653,7,22621
S01653,8,22555
S01653,9,22384
S01653,10,22383
S01654,1,22411
S01654,2,20725
S01654,3,85123A
S01654,4,22382
S01654,5,20727
S01654,6,21929
S01654,7,21930
S01654,8,22090
S01654,9,22383
S01654,10,85099C
S01655,1,22804
S01655,2,22158
S01655,3,21481
S01655,4,22589
S01655,5,84625A
S01655,6,84406B
S01655,7,22766
S01655,8,72351B
S01655,9,22144
S01655,10,84879
S01657,1,22646
S01657,2,20725
S01657,3,22469
S01657,4,22055
S01657,5,22064
S01657,6,85099B
S01657,7,22644
S01657,8,37448
S01657,9,22645
S01657,10,22528
S01658,1,82567
S01658,2,23301
S01658,3,21903
S01658,4,82482
S01658,5,20725
S01658,6,23263
S01658,7,23203
S01658,8,82551
S01658,9,20914
S01658,10,22086
S01659,1,23209
S01659,2,20728
S01659,3,85099B
S01659,4,20725
S01659,5,23203
S01659,6,22384
S01659,7,22411
S01659,8,22662
S01659,9,23199
S01659,10,20726
S01660,1,82600
S01660,2,21175
S01660,3,20751
S01660,4,22666
S01660,5,82583
S01660,6,22469
S01660,7,21163
S01660,8,82582
S01660,9,21907
S01660,10,21908
S01661,1,22666
S01661,2,85123A
S01661,3,22722
S01661,4,20725
S01661,5,22630
S01661,6,22989
S01661,7,22084
S01661,8,85099B
S01661,9,21937
S01661,10,22727
S01662,1,22684
S01662,2,35970
S01662,3,22469
S01662,4,21669
S01662,5,23352
S01662,6,23343
S01662,7,23319
S01662,8,23332
S01662,9,23263
S01662,10,22077
S01663,1,22739
S01663,2,22950
S01663,3,21791
S01663,4,22737
S01663,5,22732
S01663,6,22557
S01663,7,21591
S01663,8,22560
S01663,9,21098
S01663,10,21891
S01664,1,22739
S01664,2,22865
S01664,3,85099B
S01664,4,22910
S01664,5,22738
S01664,6,20727
S01664,7,22866
S01664,8,22867
S01664,9,22633
S01664,10,22694
S01665,1,22470
S01665,2,22659
S01665,3,22077
S01665,4,22988
S01665,5,22629
S01665,6,22551
S01665,7,84375
S01665,8,84879
S01665,9,22457
S01665,10,22956
S01666,1,22666
S01666,2,22910
S01666,3,22750
S01666,4,85123A
S01666,5,22108
S01666,6,22144
S01666,7,20914
S01666,8,22699
S01666,9,23426
S01666,10,22960
S01667,1,22554
S01667,2,22382
S01667,3,21156
S01667,4,22629
S01667,5,22561
S01667,6,22557
S01667,7,84375
S01667,8,22555
S01667,9,21429
S01667,10,22558
S01668,1,22865
S01668,2,22739
S01668,3,22866
S01668,4,22867
S01668,5,85123A
S01668,6,22632
S01668,7,22077
S01668,8,22578
S01668,9,22469
S01668,10,22633
S01669,1,21914
S01669,2,22562
S01669,3,22549
S01669,4,22747
S01669,5,22621
S01669,6,22733
S01669,7,21704
S01669,8,20972
S01669,9,21915
S01669,10,21676
S01670,1,20727
S01670,2,85099B
S01670,3,22384
S01670,4,22382
S01670,5,21931
S01670,6,20726
S01670,7,22386
S01670,8,23206
S01670,9,85099C
S01670,10,85099F
S01671,1,23203
S01671,2,22411
S01671,3,20725
S01671,4,23202
S01671,5,85099F
S01671,6,21931
S01671,7,23199
S01671,8,23344
S01671,9,23301
S01671,10,85099C
S01672,1,21136
S01672,2,21878
S01672,3,21626
S01672,4,22178
S01672,5,22993
S01672,6,21791
S01672,7,22249
S01672,8,21172
S01672,9,22219
S01672,10,21034
S01673,1,22383
S01673,2,22384
S01673,3,85099B
S01673,4,21559
S01673,5,21931
S01673,6,22551
S01673,7,23208
S01673,8,22431
S01673,9,47591D
S01673,10,22554
S01674,1,22384
S01674,2,23203
S01674,3,22383
S01674,4,85099B
S01674,5,20725
S01674,6,23209
S01674,7,23199
S01674,8,23202
S01674,9,23201
S01674,10,20728
S01675,1,22470
S01675,2,21755
S01675,3,82494L
S01675,4,21733
S01675,5,22588
S01675,6,22457
S01675,7,22090
S01675,8,21535
S01675,9,21907
S01675,10,22429
S01676,1,22470
S01676,2,85123A
S01676,3,22570
S01676,4,22173
S01676,5,22457
S01676,6,85152
S01676,7,82482
S01676,8,22272
S01676,9,22666
S01676,10,22766
S01677,1,23172
S01677,2,23170
S01677,3,23171
S01677,4,23198
S01677,5,21356
S01677,6,23301
S01677,7,21915
S01677,8,22993
S01677,9,21872
S01677,10,22077
S01678,1,21931
S01678,2,20727
S01678,3,85099B
S01678,4,22867
S01678,5,85123A
S01678,6,85099F
S01678,7,21930
S01678,8,22411
S01678,9,20713
S01678,10,22386
S01679,1,85123A
S01679,2,22699
S01679,3,22112
S01679,4,22722
S01679,5,22138
S01679,6,47566
S01679,7,22457
S01679,8,21754
S01679,9,21430
S01679,10,22084
S01680,1,22384
S01680,2,22147
S01680,3,22488
S01680,4,21231
S01680,5,22469
S01680,6,20863
S01680,7,22553
S01680,8,22383
S01680,9,20773
S01680,10,22528
S01681,1,23165
S01681,2,22300
S01681,3,23202
S01681,4,23301
S01681,5,22699
S01681,6,22041
S01681,7,82482
S01681,8,23236
S01681,9,20754
S01681,10,22970
S01682,1,22384
S01682,2,20725
S01682,3,22386
S01682,4,85099B
S01682,5,20726
S01682,6,85099F
S01682,7,85099C
S01682,8,21929
S01682,9,22469
S01682,10,82600
S01683,1,22150
S01683,2,20972
S01683,3,20725
S01683,4,21124
S01683,5,23192
S01683,6,22149
S01683,7,22367
S01683,8,22147
S01683,9,21062
S01683,10,22993
S01684,1,23263
S01684,2,82551
S01684,3,22469
S01684,4,23197
S01684,5,21992
S01684,6,22077
S01684,7,21903
S01684,8,35970
S01684,9,20728
S01684,10,23103
S01685,1,85123A
S01685,2,22431
S01685,3,82482
S01685,4,22666
S01685,5,21166
S01685,6,20725
S01685,7,20914
S01685,8,22084
S01685,9,22699
S01685,10,47566
S01686,1,22470
S01686,2,22866
S01686,3,85123A
S01686,4,22575
S01686,5,22865
S01686,6,22588
S01686,7,22086
S01686,8,21733
S01686,9,21181
S01686,10,22296
S01687,1,20725
S01687,2,23203
S01687,3,23206
S01687,4,20728
S01687,5,20727
S01687,6,84879
S01687,7,22384
S01687,8,22383
S01687,9,23321
S01687,10,23301
S01688,1,22383
S01688,2,20727
S01688,3,22382
S01688,4,23207
S01688,5,23203
S01688,6,23208
S01688,7,22662
S01688,8,85099B
S01688,9,23301
S01688,10,22993
S01689,1,20725
S01689,2,20728
S01689,3,22384
S01689,4,20726
S01689,5,21931
S01689,6,23207
S01689,7,23201
S01689,8,22662
S01689,9,21930
S01689,10,85099F
S01691,1,22570
S01691,2,85123A
S01691,3,21936
S01691,4,21155
S01691,5,22666
S01691,6,85099B
S01691,7,20914
S01691,8,22149
S01691,9,21041
S01691,10,22383
S01692,1,21327
S01692,2,21165
S01692,3,22652
S01692,4,22367
S01692,5,21930
S01692,6,22759
S01692,7,22556
S01692,8,20754
S01692,9,22386
S01692,10,22645
S01693,1,22737
S01693,2,22150
S01693,3,85049E
S01693,4,23515
S01693,5,22082
S01693,6,22653
S01693,7,22081
S01693,8,22733
S01693,9,23512
S01693,10,85049G
S01695,1,22198
S01695,2,22697
S01695,3,22961
S01695,4,85099B
S01695,5,22910
S01695,6,20754
S01695,7,84879
S01695,8,22469
S01695,9,22557
S01695,10,22195
S01696,1,85123A
S01696,2,21166
S01696,3,85150
S01696,4,85152
S01696,5,21469
S01696,6,22720
S01696,7,22470
S01696,8,21164
S01696,9,21733
S01696,10,22457
S01697,1,21175
S01697,2,21181
S01697,3,22672
S01697,4,22383
S01697,5,85123A
S01697,6,21877
S01697,7,82583
S01697,8,21232
S01697,9,22865
S01697,10,21172
S01698,1,22867
S01698,2,22632
S01698,3,21931
S01698,4,22633
S01698,5,22411
S01698,6,22386
S01698,7,22748
S01698,8,22652
S01698,9,21929
S01698,10,84879
S01700,1,22384
S01700,2,22382
S01700,3,85099B
S01700,4,22551
S01700,5,85123A
S01700,6,22383
S01700,7,22352
S01700,8,20914
S01700,9,22090
S01700,10,22554
S01702,1,85123A
S01702,2,22470
S01702,3,21733
S01702,4,22734
S01702,5,22575
S01702,6,22457
S01702,7,22588
S01702,8,22584
S01702,9,22666
S01702,10,22632
S01703,1,23209
S01703,2,23296
S01703,3,22993
S01703,4,21993
S01703,5,23203
S01703,6,23285
S01703,7,23300
S01703,8,20725
S01703,9,23297
S01703,10,23207
S01705,1,20726
S01705,2,23201
S01705,3,22386
S01705,4,21929
S01705,5,22385
S01705,6,20712
S01705,7,22993
S01705,8,22553
S01705,9,21928
S01705,10,47591D
S01706,1,85123A
S01706,2,22118
S01706,3,22113
S01706,4,22841
S01706,5,22139
S01706,6,22112
S01706,7,21485
S01706,8,22505
S01706,9,22910
S01706,10,22470
S01707,1,22554
S01707,2,84375
S01707,3,85123A
S01707,4,22629
S01707,5,22961
S01707,6,22557
S01707,7,84050
S01707,8,85099B
S01707,9,20751
S01707,10,22666
S01709,1,23209
S01709,2,22383
S01709,3,23203
S01709,4,20725
S01709,5,23206
S01709,6,22993
S01709,7,20728
S01709,8,23199
S01709,9,22384
S01709,10,23207
S01710,1,22470
S01710,2,22804
S01710,3,82483
S01710,4,22766
S01710,5,22457
S01710,6,22189
S01710,7,22173
S01710,8,22720
S01710,9,84406B
S01710,10,22113
S01711,1,21242
S01711,2,22515
S01711,3,22518
S01711,4,22524
S01711,5,21243
S01711,6,21245
S01711,7,22433
S01711,8,22514
S01711,9,20674
S01711,10,20677
S01712,1,85099B
S01712,2,20725
S01712,3,20727
S01712,4,22867
S01712,5,22383
S01712,6,20728
S01712,7,23199
S01712,8,23206
S01712,9,22382
S01712,10,23208
S01713,1,20972
S01713,2,22469
S01713,3,22961
S01713,4,22149
S01713,5,21181
S01713,6,20725
S01713,7,20752
S01713,8,22745
S01713,9,22759
S01713,10,22629
S01714,1,23209
S01714,2,22630
S01714,3,20726
S01714,4,20728
S01714,5,22382
S01714,6,20725
S01714,7,22383
S01714,8,21731
S01714,9,22384
S01714,10,23291
S01715,1,21673
S01715,2,22678
S01715,3,21671
S01715,4,22686
S01715,5,22772
