strategy_id,arena_id,family,skill,oos_sharpe
S01265,A148,meanrev,0,-0.9809
S01266,A098,meanrev,1,3.0973
S01268,A004,voltimer,0,1.9427
S01269,A083,trend,1,-1.2792
S01273,A100,meanrev,0,1.7193
S01274,A021,trend,1,1.7222
S01277,A106,trend,1,-0.2995
S01278,A159,meanrev,1,-0.1538
S01280,A148,trend,1,-1.799
S01281,A068,voltimer,0,1.4176
S01283,A116,breakout,0,-2.6648
S01284,A049,trend,1,-0.1991
S01285,A129,breakout,0,0.4443
S01286,A042,trend,1,0.9326
S01290,A024,trend,1,0.4897
S01294,A100,meanrev,1,1.767
S01295,A115,trend,1,1.328
S01296,A030,meanrev,1,1.9504
S01298,A155,voltimer,1,0.5998
S01299,A159,breakout,0,2.7154
S01300,A068,trend,0,1.2223
S01301,A158,meanrev,0,0.2013
S01302,A085,trend,1,0.5052
S01303,A091,voltimer,0,1.8102
S01305,A055,trend,0,0.1531
S01306,A025,meanrev,0,-0.5242
S01307,A044,meanrev,0,-0.2152
S01308,A083,trend,0,-1.596
S01310,A086,voltimer,1,2.0701
S01311,A151,breakout,0,2.2742
S01312,A004,meanrev,0,-0.2121
S01313,A092,breakout,0,-0.69
S01317,A113,breakout,1,-1.6085
S01318,A048,meanrev,0,-0.9253
S01319,A052,meanrev,0,0.6474
S01322,A135,voltimer,1,2.0069
S01323,A115,meanrev,1,-1.8323
S01324,A018,meanrev,0,1.1432
S01325,A024,meanrev,1,0.5189
S01328,A113,breakout,0,-1.1104
S01329,A066,breakout,0,-1.9483
S01331,A109,meanrev,1,2.924
S01334,A094,meanrev,0,2.4084
S01336,A105,voltimer,1,1.7628
S01338,A015,trend,0,-1.2755
S01340,A108,meanrev,0,2.7414
S01342,A039,breakout,1,0.1723
S01343,A039,meanrev,0,-0.9461
S01345,A028,trend,1,-0.0039
S01346,A013,trend,1,0.7817
S01347,A060,breakout,0,2.2415
S01349,A060,trend,1,0.6366
S01352,A110,breakout,0,1.1881
S01353,A055,trend,0,-0.5106
S01359,A109,trend,0,0.1001
S01360,A135,voltimer,1,2.7321
S01361,A054,voltimer,0,0.8825
S01363,A143,voltimer,0,-1.2317
S01364,A030,trend,0,1.1822
S01366,A064,meanrev,0,-0.334
S01368,A094,voltimer,0,1.3005
S01369,A092,breakout,1,-0.9022
S01370,A030,breakout,1,2.2613
S01371,A105,voltimer,1,1.5343
S01373,A101,breakout,0,0.4898
S01374,A046,voltimer,0,1.0009
S01378,A126,breakout,1,0.7262
S01379,A098,trend,1,0.6336
S01380,A077,breakout,0,0.8518
S01385,A060,meanrev,1,-0.6942
S01387,A023,breakout,0,1.1157
S01388,A097,trend,1,0.8121
S01389,A063,trend,0,0.6655
S01390,A092,breakout,1,-0.69
S01393,A148,meanrev,1,0.9605
S01395,A106,meanrev,0,1.0704
S01396,A075,breakout,0,0.1553
S01400,A044,voltimer,0,1.5623
S01402,A052,meanrev,1,-1.0861
S01403,A004,voltimer,0,0.8543
S01405,A109,trend,0,-0.4891
S01407,A001,breakout,1,1.3245
S01408,A010,trend,0,1.5756
S01409,A063,meanrev,1,0.9842
S01410,A155,voltimer,0,0.0036
S01411,A124,breakout,0,0.7784
S01412,A143,voltimer,1,1.0983
S01413,A079,voltimer,0,1.4342
S01416,A024,trend,1,-0.7464
S01420,A148,breakout,1,0.939
S01422,A075,breakout,0,0.3329
S01423,A079,breakout,1,1.1127
S01424,A055,breakout,1,2.1357
S01425,A044,trend,0,1.323
S01427,A068,trend,0,1.4177
S01428,A030,breakout,1,2.2613
S01429,A042,breakout,1,1.8536
S01430,A039,trend,0,0.4712
S01431,A135,trend,0,0.8151
S01433,A141,voltimer,1,1.2334
S01434,A044,voltimer,1,1.4964
S01436,A122,trend,0,1.5812
S01438,A082,trend,0,2.2676
S01439,A113,voltimer,0,-0.1137
S01441,A100,breakout,1,1.8777
S01442,A068,breakout,0,1.8897
S01443,A095,voltimer,0,1.1512
S01444,A138,trend,0,-1.2479
S01445,A069,breakout,0,-1.0747
S01447,A066,trend,0,-1.1647
S01450,A060,voltimer,1,0.7209
S01453,A114,trend,1,0.7461
S01455,A010,trend,1,1.8052
S01456,A015,trend,0,-0.8486
S01457,A148,trend,1,-1.4529
S01460,A009,voltimer,1,1.7452
S01464,A055,meanrev,1,1.0972
S01465,A131,meanrev,0,0.1329
S01468,A105,trend,0,1.2481
S01469,A048,trend,0,-0.5053
S01470,A142,voltimer,1,0.2479
S01471,A111,meanrev,1,0.6336
S01477,A098,trend,0,0.6368
S01478,A087,meanrev,0,-2.8495
S01480,A148,voltimer,0,-2.4319
S01482,A020,breakout,0,-0.2843
S01483,A079,meanrev,1,1.1699
S01484,A114,trend,0,-0.9493
S01485,A071,breakout,0,0.8682
S01486,A023,breakout,1,1.1934
S01488,A069,breakout,0,-0.6139
S01489,A021,trend,0,0.1686
S01491,A064,breakout,0,2.585
S01493,A113,trend,1,-0.4341
S01494,A153,trend,1,1.9634
S01495,A116,breakout,0,-2.895
S01496,A106,breakout,1,1.9257
S01497,A030,trend,0,-0.1248
S01498,A009,trend,1,1.4547
S01500,A004,breakout,0,1.1423
S01502,A018,trend,1,0.3898
S01503,A097,trend,1,0.7814
S01504,A158,breakout,1,1.0655
S01505,A086,breakout,1,1.7177
S01506,A131,meanrev,0,0.8605
S01507,A033,voltimer,0,2.2361
S01509,A037,breakout,0,1.6897
S01510,A048,trend,0,-0.1179
S01511,A122,breakout,1,1.4537
S01513,A009,meanrev,0,1.572
S01514,A126,meanrev,1,0.2822
S01515,A054,voltimer,0,1.4033
S01516,A144,trend,0,1.3346
S01517,A155,meanrev,0,1.2551
S01519,A134,breakout,0,-0.129
S01522,A064,breakout,1,2.7864
S01523,A159,meanrev,1,-0.6731
S01525,A028,voltimer,1,1.9256
S01526,A055,meanrev,0,-0.5476
S01527,A153,voltimer,0,3.2491
S01528,A048,voltimer,1,1.5856
S01529,A148,breakout,0,-0.0971
S01531,A122,trend,1,1.8045
S01532,A091,meanrev,1,0.7629
S01533,A150,breakout,0,0.4859
S01534,A037,trend,1,1.108
S01535,A033,breakout,0,2.8971
S01536,A054,meanrev,0,1.0642
S01537,A113,meanrev,0,2.1873
S01538,A002,voltimer,0,-1.7573
S01540,A052,voltimer,1,0.66
S01542,A061,trend,0,0.2959
S01545,A071,meanrev,0,-2.8627
S01546,A033,voltimer,0,0.9134
S01547,A021,breakout,1,2.0651
S01551,A009,meanrev,0,1.1895
S01553,A111,voltimer,0,0.6056
S01554,A110,breakout,0,0.6263
S01556,A111,voltimer,0,0.7169
S01557,A041,trend,0,0.2334
S01558,A077,trend,0,1.2534
S01560,A003,trend,0,-0.4434
S01562,A090,meanrev,1,0.2359
S01565,A082,voltimer,0,3.1155
S01566,A135,meanrev,1,-0.5758
S01567,A028,breakout,1,2.1589
S01568,A083,trend,0,-0.9633
S01569,A003,meanrev,0,-0.7359
S01571,A155,trend,0,1.087
S01574,A037,meanrev,0,-1.1233
S01575,A064,voltimer,0,2.6813
S01576,A052,voltimer,0,0.5407
S01577,A114,meanrev,0,-0.6765
S01580,A086,voltimer,0,-0.209
S01582,A142,trend,0,-1.8731
S01583,A051,voltimer,0,1.0254
S01584,A048,voltimer,0,0.7115
S01586,A140,voltimer,1,0.7364
S01587,A026,trend,1,2.1322
S01589,A139,meanrev,0,-0.727
S01590,A158,trend,1,0.4953
S01592,A028,voltimer,1,0.2113
S01595,A086,voltimer,0,1.8279
S01597,A040,meanrev,1,2.0582
S01598,A143,trend,1,0.4044
S01599,A052,voltimer,0,2.044
S01602,A002,trend,0,-1.4136
S01603,A135,meanrev,1,1.0236
S01604,A066,trend,0,-1.5546
S01605,A015,meanrev,1,0.9562
S01606,A033,breakout,0,2.8971
S01607,A129,voltimer,1,2.5656
S01609,A049,voltimer,1,1.8489
S01610,A114,meanrev,1,-0.9542
S01611,A042,breakout,1,1.3514
S01612,A001,voltimer,0,-1.9092
S01613,A013,meanrev,0,0.1558
S01614,A070,meanrev,0,-0.6393
S01615,A131,voltimer,1,0.6637
S01617,A044,trend,0,1.1046
S01620,A015,breakout,0,0.8609
S01621,A017,trend,0,-0.9012
S01623,A100,breakout,0,1.1492
S01624,A042,meanrev,1,-0.6177
S01628,A095,meanrev,0,0.1015
S01629,A106,trend,0,-1.3761
S01630,A095,voltimer,1,2.1254
S01632,A037,breakout,0,1.6897
S01633,A054,trend,1,1.0728
S01634,A025,meanrev,0,-0.0921
S01635,A160,meanrev,0,1.1873
S01636,A129,trend,1,2.3388
S01637,A052,trend,0,1.057
S01638,A081,trend,1,1.2587
S01640,A155,voltimer,1,0.9339
S01641,A160,breakout,0,1.6045
S01643,A028,voltimer,1,1.0807
S01645,A070,breakout,0,0.7558
S01646,A086,breakout,0,0.8485
S01647,A018,voltimer,0,-1.3249
S01648,A113,meanrev,0,2.2958
S01649,A044,meanrev,1,0.6397
S01652,A024,trend,1,-0.4677
S01653,A074,breakout,1,1.2442
S01655,A055,trend,0,-0.803
S01656,A026,meanrev,0,-0.0349
S01657,A015,breakout,1,0.8609
S01661,A138,voltimer,1,-0.7154
S01662,A160,breakout,1,1.2771
S01664,A090,trend,0,1.5388
S01665,A044,trend,0,1.6503
S01666,A144,voltimer,1,1.6517
S01668,A023,voltimer,0,-0.0058
S01669,A024,voltimer,1,1.2743
S01670,A144,meanrev,0,0.2886
S01671,A015,meanrev,0,0.5781
S01672,A100,trend,0,1.531
S01673,A048,voltimer,0,-0.0383
S01674,A124,breakout,0,0.2301
S01677,A027,meanrev,1,-0.5528
S01678,A090,meanrev,0,0.2347
S01680,A039,trend,1,1.205
S01681,A041,meanrev,1,0.128
S01682,A025,breakout,1,1.0791
S01684,A140,meanrev,1,2.4318
S01685,A082,breakout,0,1.9759
S01689,A060,breakout,0,2.3506
S01690,A039,trend,0,0.637
S01693,A090,trend,0,1.2799
S01696,A144,trend,1,2.2577
S01699,A148,breakout,1,2.2991
S01700,A070,trend,1,0.0981
S01701,A124,trend,1,0.7527
S01702,A026,breakout,1,0.512
S01704,A021,trend,0,0.6124
S01706,A092,trend,0,-0.3297
S01707,A144,trend,1,1.5289
S01712,A070,trend,1,-0.5805
S01713,A140,trend,1,1.4118
S01715,A054,meanrev,1,1.051
S01716,A030,trend,0,1.989
S01718,A055,breakout,0,-0.068
S01720,A055,voltimer,0,0.8159
S01721,A037,trend,1,1.8642
S01722,A090,trend,1,1.6838
S01723,A055,voltimer,1,0.9305
S01724,A081,breakout,0,0.8441
S01727,A015,voltimer,0,1.9281
S01728,A113,voltimer,0,-0.1877
S01729,A001,trend,0,0.116
S01730,A094,meanrev,1,2.0104
S01731,A023,breakout,0,0.9871
S01732,A153,breakout,0,0.9468
S01733,A091,trend,0,0.8694
S01737,A113,voltimer,0,0.4441
S01739,A055,breakout,1,1.3203
S01740,A002,breakout,1,0.4303
S01741,A151,meanrev,1,0.8978
S01742,A086,breakout,1,1.157
S01744,A109,breakout,0,-1.3475
S01748,A048,breakout,0,1.1368
S01749,A151,voltimer,0,0.4012
S01750,A110,meanrev,1,0.2656
S01752,A064,breakout,0,1.9635
S01757,A094,trend,0,0.4232
S01759,A090,trend,0,1.3316
S01761,A077,breakout,0,0.8518
S01762,A106,trend,1,0.9006
S01765,A086,meanrev,1,0.3957
S01766,A044,trend,0,1.5338
S01768,A091,trend,1,1.2656
S01769,A040,breakout,0,-0.3548
S01771,A004,meanrev,1,0.1548
S01772,A091,trend,1,1.0007
S01775,A042,voltimer,1,1.2623
S01776,A046,trend,0,-0.4286
S01778,A020,meanrev,1,-0.7854
S01780,A064,meanrev,1,0.5073
S01782,A106,breakout,0,0.4317
S01783,A114,breakout,1,0.7112
S01784,A101,meanrev,1,0.1791
S01785,A009,meanrev,0,2.4217
S01786,A075,trend,1,-0.0352
S01789,A160,trend,0,1.5506
S01790,A160,trend,1,1.3812
S01792,A087,breakout,0,1.8174
S01793,A020,trend,0,0.4925
S01795,A037,voltimer,1,1.1399
S01796,A155,meanrev,1,2.3189
S01799,A061,breakout,1,0.9207
S01800,A070,breakout,0,0.7558
S01801,A074,meanrev,0,-0.106
S01802,A151,meanrev,1,-1.173
S01803,A060,trend,0,0.6347
S01804,A061,trend,0,-0.9345
S01805,A151,voltimer,0,1.166
S01806,A150,trend,0,-0.914
S01808,A017,trend,1,-0.1891
S01809,A095,meanrev,0,2.4931
S01814,A081,meanrev,0,0.0352
S01815,A081,meanrev,0,0.6551
S01816,A151,breakout,1,2.2742
S01817,A111,trend,0,0.7906
S01819,A070,trend,0,-0.2325
S01820,A079,trend,0,1.5334
S01821,A155,voltimer,0,1.2071
S01823,A135,trend,0,0.8151
S01825,A101,voltimer,1,1.9968
S01826,A155,voltimer,0,0.8385
S01827,A144,trend,0,1.3001
S01828,A151,trend,0,1.0714
S01829,A077,breakout,1,1.8518
S01830,A002,breakout,1,0.3988
S01831,A131,breakout,0,2.33
S01832,A042,voltimer,1,0.252
S01833,A100,voltimer,0,0.4439
S01838,A098,voltimer,0,1.4272
S01839,A033,trend,0,2.9636
S01840,A068,trend,1,1.7264
S01842,A050,trend,0,0.2332
S01843,A135,breakout,1,2.0083
S01844,A131,voltimer,0,0.549
S01845,A074,voltimer,0,0.7406
S01846,A090,trend,0,1.4987
S01847,A040,voltimer,0,1.6133
S01849,A109,meanrev,1,1.3274
S01850,A138,voltimer,0,-1.7584
S01851,A108,meanrev,0,0.0
S01853,A143,voltimer,0,0.821
S01854,A141,breakout,0,0.6138
S01856,A086,meanrev,1,3.3218
S01857,A153,trend,1,1.7556
S01858,A064,trend,1,-0.0143
S01859,A135,breakout,1,1.7055
S01860,A064,breakout,0,2.6204
S01861,A020,breakout,0,-0.2843
S01865,A109,trend,1,1.5015
S01866,A158,voltimer,0,-1.7763
S01867,A141,voltimer,0,1.5985
S01868,A013,meanrev,0,-1.6067
S01869,A098,meanrev,0,1.574
S01871,A023,meanrev,1,2.0299
S01872,A138,meanrev,0,2.303
S01873,A134,breakout,1,0.4751
S01874,A158,voltimer,0,0.8162
S01876,A010,voltimer,0,1.5319
S01877,A064,voltimer,1,2.6573
S01880,A144,trend,1,1.3668
S01881,A134,meanrev,0,-1.4324
S01882,A159,breakout,0,-0.014
S01885,A030,trend,0,0.0316
S01886,A115,voltimer,0,0.1404
S01888,A052,meanrev,1,1.8694
S01889,A046,trend,1,1.3365
S01890,A054,trend,0,-0.9766
S01892,A023,voltimer,0,0.0372
S01893,A087,breakout,0,1.8174
S01895,A082,trend,1,2.6469
S01896,A138,trend,0,-1.7483
S01897,A113,voltimer,1,0.8091
S01898,A024,voltimer,0,-1.4989
S01900,A138,breakout,1,-0.2656
S01902,A055,voltimer,1,-0.1585
S01903,A129,voltimer,0,0.4732
S01904,A134,trend,0,-0.3887
S01905,A026,trend,0,-0.2909
S01908,A041,trend,0,1.7023
S01912,A064,breakout,0,2.585
S01915,A116,trend,0,-1.9399
S01916,A140,trend,0,0.1813
S01918,A109,breakout,0,0.1064
S01919,A061,breakout,1,0.8011
S01920,A082,trend,0,1.6542
S01921,A110,trend,0,0.7317
S01923,A139,meanrev,1,-0.0589
S01925,A116,trend,0,-1.5809
S01926,A061,meanrev,0,1.1263
S01927,A001,meanrev,0,-0.9522
S01930,A063,breakout,0,0.4274
S01931,A134,voltimer,0,0.6803
S01932,A009,meanrev,0,1.9212
S01934,A097,trend,0,0.7698
S01937,A026,meanrev,0,-1.1167
S01941,A098,voltimer,1,3.1463
S01944,A158,meanrev,0,0.2013
S01945,A013,meanrev,1,-0.977
S01946,A087,trend,0,-0.6002
S01948,A143,trend,1,1.0373
S01950,A160,meanrev,0,0.7954
S01954,A098,breakout,1,1.7848
S01955,A108,breakout,1,1.7247
S01960,A134,trend,1,0.3229
S01961,A113,breakout,0,0.3342
S01962,A139,voltimer,1,0.8775
S01966,A124,breakout,1,0.7784
S01967,A081,breakout,0,0.6908
S01969,A033,trend,0,2.7946
S01973,A131,trend,1,1.7253
S01980,A002,voltimer,0,0.3452
S01981,A126,trend,0,0.6154
S01982,A023,trend,1,-0.273
S01983,A148,trend,0,-1.6553
S01984,A041,trend,0,0.6462
S01985,A095,breakout,0,1.2566
S01988,A116,breakout,0,-2.895
S01989,A085,meanrev,1,2.5777
S01990,A051,breakout,1,1.8776
S01991,A091,voltimer,1,1.6732
S01992,A113,trend,1,-0.478
S01994,A138,trend,1,0.7285
S01995,A148,voltimer,0,0.4078
S01996,A093,voltimer,1,1.2078
S01998,A081,breakout,1,1.165
S02000,A108,meanrev,1,2.1795
S02001,A087,breakout,1,1.2319
S02005,A134,voltimer,1,2.1779
S02006,A101,trend,0,0.4201
S02008,A124,meanrev,1,-1.0126
S02009,A066,meanrev,0,-1.023
S02011,A143,voltimer,0,0.813
S02012,A122,breakout,0,1.4537
S02013,A155,meanrev,0,1.3052
S02017,A109,breakout,1,0.7572
S02018,A039,meanrev,1,1.186
S02020,A040,breakout,1,1.103
S02021,A074,trend,1,1.9084
S02023,A033,voltimer,1,2.8704
S02024,A075,meanrev,1,1.2329
S02026,A063,trend,0,0.6655
S02034,A110,meanrev,0,0.4088
S02036,A139,breakout,0,0.5029
S02037,A081,voltimer,0,1.5043
S02040,A068,voltimer,1,2.4681
S02042,A082,voltimer,0,2.5935
S02045,A083,meanrev,0,0.9174
S02046,A138,breakout,1,0.0
S02047,A071,meanrev,0,-2.0211
S02048,A026,trend,1,2.1093
S02050,A142,trend,1,-0.424
S02051,A041,breakout,0,0.99
S02053,A041,trend,1,-0.068
S02054,A071,meanrev,0,-2.248
S02055,A115,trend,0,0.998
S02057,A028,meanrev,0,0.4915
S02061,A061,trend,0,-0.3119
S02062,A085,breakout,1,0.6353
S02063,A097,voltimer,0,0.5632
S02064,A069,trend,0,-0.8306
S02065,A148,trend,1,-0.324
S02066,A081,voltimer,1,0.9469
S02067,A086,meanrev,0,0.1147
S02068,A009,trend,0,-0.2339
S02069,A042,meanrev,0,-0.2111
S02072,A021,breakout,0,0.5574
S02073,A017,meanrev,0,-0.2643
S02074,A108,voltimer,0,2.2054
S02075,A150,voltimer,1,-0.0126
S02077,A126,meanrev,0,0.0458
S02078,A079,breakout,0,1.1127
S02079,A004,voltimer,0,2.4747
S02080,A105,trend,0,2.8578
S02082,A075,breakout,0,0.3329
S02083,A025,trend,1,0.8812
S02084,A122,trend,0,1.5248
S02085,A155,meanrev,1,-0.3031
S02086,A015,trend,1,0.0313
S02089,A093,breakout,0,0.8816
S02090,A150,breakout,0,-1.4068
S02091,A134,breakout,0,-1.388
S02092,A139,breakout,0,0.5029
S02094,A135,trend,0,1.1442
S02095,A142,trend,0,-0.9835
S02096,A020,voltimer,1,0.501
S02097,A070,breakout,1,1.3378
S02098,A140,voltimer,0,0.0256
S02099,A085,breakout,0,-0.9708
S02100,A131,meanrev,1,0.5914
S02101,A030,breakout,0,2.2613
S02102,A151,meanrev,0,-0.1279
S02103,A004,meanrev,1,0.5703
S02104,A081,breakout,0,0.6908
S02105,A160,meanrev,1,2.1108
S02106,A017,voltimer,0,1.6663
S02107,A160,trend,1,1.3347
S02108,A134,breakout,1,0.6808
S02109,A134,voltimer,1,1.5073
S02111,A139,voltimer,0,0.8744
S02112,A017,breakout,1,1.1046
S02113,A085,trend,1,-0.5823
S02114,A021,voltimer,0,0.8854
S02116,A110,meanrev,1,0.0908
S02117,A046,meanrev,0,-1.2114
S02119,A001,trend,0,-0.7247
S02120,A066,breakout,0,-1.0314
S02121,A158,meanrev,1,0.8198
S02123,A106,breakout,1,1.4423
S02125,A066,breakout,0,-1.0314
S02126,A074,voltimer,1,1.7207
S02127,A113,breakout,0,-1.6085
S02128,A114,voltimer,0,-0.8855
S02130,A129,trend,1,2.0259
S02131,A098,breakout,0,0.5396
S02135,A003,trend,1,-0.6609
S02138,A050,breakout,1,0.7858
S02139,A083,breakout,0,0.4409
S02141,A155,trend,0,-0.7487
S02143,A141,meanrev,1,-0.2501
S02144,A138,breakout,0,-1.0989
S02145,A051,meanrev,1,0.4337
S02146,A028,breakout,1,1.0558
S02147,A060,trend,1,1.0826
S02154,A027,meanrev,1,-0.3631
S02155,A160,voltimer,1,1.3882
S02156,A153,meanrev,1,1.2263
S02160,A110,meanrev,0,0.3482
S02163,A064,meanrev,0,0.8823
S02166,A044,meanrev,0,0.1672
S02167,A158,trend,0,0.4983
S02169,A093,voltimer,1,1.4244
S02170,A151,trend,1,1.4315
S02171,A069,voltimer,0,-0.4286
S02172,A091,trend,0,0.5824
S02174,A063,voltimer,1,2.0028
S02175,A049,voltimer,1,0.4032
S02176,A002,meanrev,1,0.7848
S02179,A131,meanrev,0,-0.0833
S02180,A159,voltimer,0,0.4265
S02181,A015,breakout,0,0.8609
S02184,A108,voltimer,0,0.9004
S02185,A002,meanrev,1,0.4884
S02191,A009,trend,0,-0.115
S02193,A153,voltimer,0,2.3383
S02194,A046,meanrev,0,-0.7586
S02195,A126,trend,1,1.4342
S02196,A150,meanrev,1,0.3276
S02198,A002,voltimer,0,-2.0915
S02204,A015,meanrev,0,1.167
S02205,A141,meanrev,1,1.5358
S02206,A001,voltimer,1,1.8999
S02208,A129,meanrev,0,-1.5548
S02209,A110,trend,0,-0.2459
S02210,A017,breakout,0,0.9528
S02211,A140,trend,0,0.7046
S02212,A039,trend,1,1.6566
S02214,A093,breakout,1,1.162
S02215,A027,breakout,0,-3.0782
S02218,A013,breakout,0,1.652
S02220,A091,trend,0,0.9791
S02221,A013,meanrev,0,0.1558
S02222,A113,voltimer,0,-1.0912
S02223,A110,breakout,0,0.6263
S02225,A116,voltimer,0,-2.1652
S02228,A003,trend,1,-0.4046
S02233,A094,trend,1,1.1161
S02234,A095,breakout,0,0.7756
S02236,A064,breakout,1,2.585
S02240,A024,trend,0,-2.2847
S02243,A153,breakout,1,0.4702
S02244,A048,meanrev,1,-0.583
S02245,A101,meanrev,1,0.4893
S02246,A052,trend,0,0.197
S02249,A150,trend,1,0.2348
S02250,A138,breakout,0,-0.9691
S02252,A111,breakout,0,2.093
S02257,A143,trend,0,0.1167
S02258,A052,breakout,0,0.9717
S02263,A070,meanrev,0,-0.7567
S02265,A082,meanrev,1,1.8356
S02267,A116,meanrev,0,-1.8054
S02268,A116,meanrev,0,-0.8564
S02269,A066,trend,1,-1.459
S02271,A155,breakout,0,0.3603
S02272,A129,meanrev,1,3.1176
S02274,A042,meanrev,0,-1.3544
S02275,A143,voltimer,0,0.1923
S02279,A077,meanrev,1,2.6824
S02280,A039,breakout,0,-0.6152
S02281,A068,meanrev,0,0.3098
S02283,A153,trend,1,0.8221
S02285,A026,voltimer,0,1.6254
S02288,A115,meanrev,0,-2.7339
S02289,A069,breakout,1,-0.6139
S02292,A077,trend,1,2.7471
S02294,A063,breakout,0,0.2618
S02295,A054,voltimer,0,0.5308
S02296,A148,breakout,0,-0.6125
S02298,A113,breakout,0,-2.2348
S02299,A134,meanrev,0,-0.6018
S02300,A013,voltimer,0,1.3226
S02301,A026,meanrev,0,0.1504
S02302,A122,meanrev,0,1.7086
S02304,A026,voltimer,0,1.2262
S02307,A114,meanrev,0,-0.754
S02309,A090,trend,1,1.2019
S02310,A109,trend,1,0.3973
S02311,A049,trend,1,0.0046
S02312,A115,breakout,0,1.5361
S02313,A025,trend,0,0.1465
S02314,A037,trend,0,1.7216
S02315,A030,trend,0,0.3237
S02316,A009,trend,0,-0.1783
S02320,A083,trend,0,-1.3866
S02324,A013,meanrev,0,0.0212
S02325,A024,trend,0,-0.451
S02330,A142,trend,1,-1.4018
S02331,A085,trend,0,-0.0702
S02333,A094,meanrev,0,1.4649
S02334,A075,trend,0,0.4492
S02335,A027,trend,0,0.043
S02337,A100,meanrev,0,1.8313
S02338,A108,meanrev,0,1.6041
S02339,A041,meanrev,1,0.2185
S02340,A139,breakout,0,0.5029
S02341,A027,breakout,0,-3.0782
S02342,A064,trend,1,1.4456
S02345,A116,breakout,0,-2.2492
S02352,A028,meanrev,1,0.802
S02353,A028,breakout,0,1.375
S02354,A004,breakout,1,1.81
S02358,A141,meanrev,0,0.7544
S02359,A090,voltimer,0,2.2277
S02364,A041,meanrev,0,0.9079
S02365,A094,voltimer,1,1.7308
S02366,A068,voltimer,0,1.3648
S02367,A074,voltimer,0,0.5583
S02369,A027,voltimer,1,-0.7661
S02372,A087,breakout,1,2.0002
S02373,A050,meanrev,0,-1.3194
S02374,A094,breakout,1,1.3145
S02375,A142,meanrev,0,-0.0575
S02376,A004,meanrev,0,0.0885
S02377,A150,meanrev,0,-1.2341
S02378,A003,voltimer,0,0.0778
S02379,A141,breakout,0,0.6138
S02381,A061,voltimer,1,2.5332
S02383,A087,voltimer,1,0.6084
S02385,A040,breakout,0,-0.3548
S02386,A049,breakout,0,-1.0822
S02387,A098,breakout,0,1.475
S02388,A098,trend,0,0.3838
S02390,A051,meanrev,0,-0.0312
S02391,A138,breakout,1,-0.9104
S02392,A085,trend,1,0.731
S02393,A138,meanrev,1,1.5708
S02396,A054,breakout,1,1.2651
S02397,A093,trend,0,0.3317
S02402,A049,trend,1,-0.7469
S02404,A020,trend,1,1.1212
S02405,A050,voltimer,0,1.0796
S02407,A033,breakout,1,3.0608
S02409,A051,trend,1,1.6086
S02410,A049,trend,0,-0.656
S02412,A017,trend,1,1.1445
S02415,A148,meanrev,1,1.425
S02416,A037,breakout,0,1.6897
S02417,A085,meanrev,1,0.086
S02419,A021,meanrev,0,-1.5483
S02420,A143,meanrev,0,0.397
S02423,A081,voltimer,0,-2.8262
S02425,A151,meanrev,0,1.1556
S02426,A020,breakout,1,0.4687
S02427,A026,trend,0,-0.6779
S02428,A041,trend,0,1.1201
S02429,A039,meanrev,0,2.028
S02430,A018,trend,1,0.7889
S02431,A075,voltimer,1,0.955
S02433,A160,voltimer,1,2.0196
S02435,A100,trend,1,1.2005
S02439,A142,meanrev,1,-0.5783
S02440,A044,breakout,0,-0.8514
S02441,A141,trend,0,0.2775
S02442,A017,meanrev,1,-0.7784
S02444,A087,trend,0,0.4525
S02446,A040,trend,0,-0.3748
S02448,A159,trend,1,-1.6406
S02449,A070,trend,1,-0.3475
S02450,A115,voltimer,1,1.7843
S02453,A054,breakout,0,-0.0971
S02455,A013,trend,1,0.0327
S02456,A040,meanrev,0,0.6579
S02457,A046,voltimer,1,1.131
S02458,A068,breakout,1,1.5131
S02460,A071,voltimer,1,1.2229
S02464,A023,voltimer,0,0.5271
S02465,A159,trend,0,-0.0463
S02466,A105,meanrev,1,2.236
S02471,A046,meanrev,1,0.4708
S02472,A090,voltimer,0,0.7655
S02474,A023,meanrev,0,0.7513
S02476,A114,breakout,1,0.6521
S02477,A150,voltimer,0,0.6855
S02479,A111,voltimer,0,1.5398
S02483,A037,trend,0,1.0515
S02486,A116,breakout,0,-2.7601
S02488,A140,meanrev,0,2.1482
S02489,A018,trend,0,0.3356
S02490,A075,breakout,0,-0.3935
S02492,A060,meanrev,1,0.3657
S02493,A061,trend,0,-0.5186
S02494,A015,breakout,1,0.8609
S02498,A103,meanrev,0,1.0111
S02502,A040,trend,0,0.8918
S02504,A141,voltimer,0,0.4741
S02505,A033,meanrev,0,0.8286
S02507,A049,breakout,0,-1.0822
S02508,A103,breakout,1,1.7596
S02510,A004,trend,0,1.2819
S02511,A144,meanrev,0,1.5447
S02512,A081,meanrev,1,0.9997
S02513,A070,trend,0,0.0981
S02514,A003,voltimer,1,-1.0468
S02517,A111,breakout,0,1.4603
S02519,A049,meanrev,0,1.5522
S02522,A081,trend,1,1.5767
S02523,A028,trend,0,-0.07
S02524,A141,meanrev,1,1.6606
S02526,A159,meanrev,1,-0.2527
S02528,A091,voltimer,0,2.4952
S02534,A103,breakout,0,0.6127
S02540,A129,meanrev,1,2.1183
S02542,A155,voltimer,1,0.4792
S02543,A158,meanrev,1,2.1435
S02545,A041,voltimer,0,1.8111
