row_id,word,src_accent,source_pronunciation,tgt_accent,phonemes
train_003901,ellipse,AU,əlɪps,NZ,ələps
train_003902,diverse,AU,dɑevɜs,RP,daɪvɜs
train_003903,feasible,NZ,fizəbəl,RP,fizɪbəl
train_003904,furore,RP,fjʊɹɔɹi,GA,fjʊɹoɹ
train_003905,mathematics,AU,mæθəmætɪks,RP,mæθəmætɪks
train_003906,scourge,RP,skɜd͡ʒ,GA,skɜɹd͡ʒ
train_003907,isolation,NZ,aɪsəlæɪʃən,AU,ɑesəlæɪʃən
train_003908,accent,AU,æksɛnt,NZ,ɛksent
train_003909,potent,NZ,pɐʉtənt,AU,pəʉtənt
train_003910,median,GA,midiən,NZ,midiən
train_003911,war,GA,wɔɹ,RP,wɔ
train_003912,pathological,GA,pæθəlɑd͡ʒɪkəl,RP,pæθəlɒd͡ʒɪkəl
train_003913,cerebella,GA,sɛɹəbɛlə,RP,sɛɹɪbɛlə
train_003914,langue,RP,lɒŋɡ,GA,lɑŋɡ
train_003915,paternal,NZ,pətønəl,RP,pətɜnəl
train_003916,disperse,RP,dɪspɜs,GA,dɪspɝs
train_003917,reproductive,AU,ɹipɹədɐktəv,RP,ɹipɹədʌktɪv
train_003918,mod,RP,mɒd,NZ,mɒd
train_003919,aircraft,GA,ɛɚkɹæft,RP,ɛəkɹɑft
train_003920,occurs,RP,əkɜz,GA,əkɝz
train_003921,gracile,RP,ɡɹæsaɪl,GA,ɡɹæsaɪl
train_003922,chatelaine,GA,ʃætəleɪn,RP,ʃætəleɪn
train_003923,ruth,AU,ɹʉθ,RP,ɹuθ
train_003924,complicated,AU,kɔmplɪkæɪtɪd,GA,kɑmplɪkeɪtɪd
train_003925,attitude,NZ,ɛtətjʉd,RP,ætɪt͡ʃud
train_003926,antiquary,GA,æntɪkwɛɹi,RP,æntɪkwəɹi
train_003927,interloper,AU,ɪntəlæɔ̯pə,RP,ɪntələʊ̯pə
train_003928,uses,AU,jʉsɪz,GA,jusɪz
train_003929,console,NZ,kɒnsɐʉl,AU,kɔnsəʉl
train_003930,dispersion,RP,dɪspɜʒən,NZ,dəspøʒən
train_003931,foreclose,RP,fɔkləʊz,NZ,foklɐʉz
train_003932,car,RP,kɑ,GA,kɑɹ
train_003933,lobed,RP,ləʊbd,GA,loʊbd
train_003934,stutter,GA,stʌtɚ,RP,stʌtə
train_003935,radiologist,GA,ɹeɪdiɑləd͡ʒɪst,AU,ɹæɪdiɔləd͡ʒɪst
train_003936,maritime,AU,mæɹɪtɑem,RP,mæɹɪtaɪm
train_003937,diagnostic,NZ,daɪəɡnɒstək,AU,dɑeəɡnɔstɪk
train_003938,quacksalver,RP,kwæksælvə,GA,kwæksælvɚ
train_003939,mighty,AU,mɑeti,RP,maɪti
train_003940,capability,NZ,kæɪpəbələti,RP,keɪpəbɪlɪti
train_003941,reward,GA,ɹɪwɔɹd,RP,ɹɪwɔd
train_003942,mangrove,GA,mæŋɡɹoʊ̯v,NZ,mɛŋɡɹɐʉv
train_003943,manufactured,RP,mænjʊfæktʃəd,GA,mænjəfækt͡ʃɚd
train_003944,distrust,AU,dɪstɹɐst,RP,dɪstɹʌst
train_003945,reduced,AU,ɹɪdjʉst,RP,ɹɪdjust
train_003946,kevlar,GA,kɛvlɑɹ,RP,kɛvlɑ
train_003947,against,RP,əɡɛnst,GA,əɡɛnst
train_003948,delicate,RP,dɛlɪkət,AU,delɪkɪt
train_003949,stairway,GA,stɛɹweɪ,RP,stɛəweɪ
train_003950,microscopic,RP,maɪkɹəskɒpɪk,AU,mɑekɹəskɔpɪk
train_003951,granular,AU,ɡɹænjələɹ,NZ,ɡɹɛnjələɹ
train_003952,muller,RP,mʌlə,GA,mʌləɹ
train_003953,carer,NZ,kiəɹə,RP,kɛəɹə
train_003954,inferior,RP,ɪnfɪəɹiə,GA,ɪnfɪɹiɚ
train_003955,ominous,RP,ɒmɪnəs,AU,ɔmɪnəs
train_003956,colossus,NZ,kəlɔsəs,RP,kəlɒsəs
train_003957,torta,RP,tɔtə,GA,tɔɹtə
train_003958,confused,RP,kənfjuzd,GA,kənfjuzd
train_003959,hot,NZ,hɒt,AU,hɔt
train_003960,mordant,RP,mɔdn̩t,GA,moɹdənt
train_003961,motor,RP,məʊtə,NZ,mɐʉtə
train_003962,congruency,GA,kɑŋɡɹuənsi,RP,kɒŋɡɹuənsi
train_003963,lackluster,RP,læklʌstə,NZ,lɛklɐstə
train_003964,intoxicate,GA,ɪntɑksɪkeɪt,RP,ɪntɒksɪkeɪt
train_003965,yammer,RP,jæmə,GA,jæmɚ
train_003966,moksha,GA,moʊkʃə,RP,mɒkʃə
train_003967,farewell,RP,fɛəwɛl,AU,fewel
train_003968,tor,RP,tɔ,AU,to
train_003969,todger,RP,tɒd͡ʒə,GA,tɑd͡ʒɚ
train_003970,fellow,GA,fɛloʊ,NZ,felɐʉ
train_003971,dispersed,GA,dɪspɝst,AU,dɪspɜst
train_003972,folio,RP,fəʊlɪəʊ,AU,fəʉliəʉ
train_003973,knock,GA,nɑk,RP,nɒk
train_003974,muse,AU,mjʉz,RP,mjuz
train_003975,eaves,GA,ivz,RP,ivz
train_003976,configuration,NZ,kənfəɡəɹæɪ̯ʃən,RP,kənfɪɡəɹeɪ̯ʃən
train_003977,virtually,NZ,vɵt͡ʃʉəli,RP,vɜt͡ʃʊəli
train_003978,trousers,GA,tɹaʊzɚz,RP,tɹaʊzəz
train_003979,dagger,RP,dæɡə,GA,dæɡɚ
train_003980,cognition,RP,kɒɡnɪʃən,NZ,kɒɡnəʃən
train_003981,lapidary,RP,læpɪdəɹi,GA,læpədɛɹi
train_003982,stuffer,RP,stʌfə,GA,stʌfɚ
train_003983,maternity,RP,mətɜnɪti,GA,mətɜɹnəti
train_003984,activities,AU,æktɪvətiz,RP,æktɪvɪtiz
train_003985,discouraged,GA,dɪskɝɪd͡ʒd,RP,dɪskʌɹɪd͡ʒd
train_003986,combination,RP,kɒmbɪneɪʃən,GA,kɑmbɪneɪʃən
train_003987,stones,GA,stoʊnz,RP,stəʊnz
train_003988,passages,NZ,pɛsəd͡ʒəz,RP,pæsɪd͡ʒɪz
train_003989,letter,RP,lɛtə,GA,lɛtɚ
train_003990,oversee,NZ,ɐʉvəsi,GA,oʊvɚsi
train_003991,relaxation,GA,ɹilækseɪʃən,RP,ɹilækseɪʃən
train_003992,introductory,GA,ɪntɹədʌktɚi,AU,ɪntɹədɐktəɹi
train_003993,detergent,NZ,dətød͡ʒənt,AU,dɪtɜd͡ʒənt
train_003994,adversarial,GA,ædvɚsɛɚiəl,AU,ædvəseɹiəl
train_003995,bears,RP,bɛəz,NZ,beəz
train_003996,orthogonal,NZ,oθɒɡənəl,GA,ɔɹθɑɡənəl
train_003997,burgh,RP,bʌɹə,GA,bʌɹoʊ
train_003998,swirl,RP,swɜl,NZ,swøl
train_003999,acolyte,RP,ækəlaɪt,GA,ækəlaɪt
train_004000,cocky,RP,kɒki,GA,kɑki
train_004001,excruciate,AU,əkskɹʉʃiæɪt,RP,ɪkskɹuʃieɪt
train_004002,dysphonia,RP,dɪsfəʊniə,GA,dɪsfoʊniə
train_004003,ornithophobia,RP,ɔnɪθəfəʊbɪə,GA,ɔɹnɪθəfoʊbiə
train_004004,variations,RP,vɛəɹɪeɪʃənz,GA,vɛɹieɪʃənz
train_004005,clodhopper,GA,klɑdhɑpɚ,RP,klɒdhɒpə
train_004006,induce,RP,ɪndjus,GA,ɪndus
train_004007,simplification,AU,sɪmpləfəkæɪʃən,RP,sɪmplɪfɪkeɪʃən
train_004008,moraine,RP,məɹeɪn,GA,məɹeɪn
train_004009,rue,GA,ɹu,RP,ɹu
train_004010,cosmogony,RP,kɒzmɒɡəni,AU,kɔzmɔɡəni
train_004011,workhorse,AU,wɜkhos,NZ,wøkhos
train_004012,lasting,RP,lɑstɪŋ,GA,læstɪŋ
train_004013,filaria,RP,fɪlɛəɹiə,GA,fəlɛɹiə
train_004014,parget,GA,pɑɹd͡ʒɪt,RP,pɑd͡ʒɪt
train_004015,crypto,RP,kɹɪptəʊ,GA,kɹɪptoʊ
train_004016,beautifully,RP,bjutɪfəli,GA,bjutɪfəli
train_004017,provider,AU,pɹəvɑedəɹ,RP,pɹəvaɪdəɹ
train_004018,ago,GA,əɡoʊ,RP,əɡəʊ
train_004019,problem,RP,pɹɒbləm,GA,pɹɑbləm
train_004020,oversight,GA,oʊvɚsaɪt,NZ,ɐʉ̯vəsaɪt
train_004021,scalability,AU,skæɪləbɪləti,NZ,skæɪləbələti
train_004022,collaboration,NZ,kəlɛbəɹæɪʃən,RP,kəlæbəɹeɪʃən
train_004023,roster,RP,ɹɒstə,NZ,ɹɒstə
train_004024,gamer,GA,ɡeɪ̯mɚ,AU,ɡæ̝ɪ̯mə
train_004025,gonna,AU,ɡənə,RP,ɡənə
train_004026,accommodate,GA,əkɑmədeɪt,RP,əkɒmədeɪt
train_004027,epidural,RP,ɛpɪdjʊəɹəl,GA,ɛpədjʊɹəl
train_004028,pension,GA,pɑ̃sjɔ̃,AU,penʃən
train_004029,management,GA,mænɪdʒmənt,RP,mænɪdʒmənt
train_004030,categories,NZ,kɛtɘɡɘɹiz,GA,kætɪɡɔɹiz
train_004031,compliance,RP,kəmplaɪəns,AU,kəmplɑeəns
train_004032,hazard,AU,hæzəd,GA,hæzɚd
train_004033,ululation,GA,juljuleɪʃən,RP,juljʊleɪʃən
train_004034,scanner,RP,skænə,AU,skænə
train_004035,commerce,NZ,kɒməs,GA,kɑmɚs
train_004036,easily,GA,izɪli,RP,izɪli
train_004037,confiture,GA,kɑnfɪt͡ʃɚ,RP,kɒnfɪtjʊəɹ
train_004038,group,RP,ɡɹup,GA,ɡɹup
train_004039,terrapin,GA,tɛɹəpɪn,RP,tɛɹəpɪn
train_004040,not,RP,nɒt,NZ,nɒt
train_004041,wharf,RP,wɔf,GA,wɔɹf
train_004042,bamboozle,RP,bæmbuzl̩,GA,bæmbuzl̩
train_004043,registry,AU,ɹed͡ʒɪstɹi,RP,ɹɛd͡ʒɪstɹi
train_004044,bare,AU,be,RP,bɛə
train_004045,compensate,GA,kɑmpənseɪt,RP,kɒmpənseɪt
train_004046,squirt,GA,skwɝt,RP,skwɜt
train_004047,concerned,GA,kənsɝnd,RP,kənsɜnd
train_004048,wave,RP,weɪv,AU,wæɪv
train_004049,wickerwork,RP,wɪkəwɜk,GA,wɪkɚwɚk
train_004050,purchase,AU,pɜtʃəs,RP,pɜtʃɪs
train_004051,disparity,RP,dɪspæɹɪti,AU,dɪspæɹɪti
train_004052,alone,RP,ələʊn,GA,əloʊn
train_004053,morphology,AU,mofɔləd͡ʒi,GA,mɔɹfɑləd͡ʒi
train_004054,thirds,RP,θɜdz,GA,θɜɹdz
train_004055,thalassocracy,GA,θæləsɑkɹəsi,RP,θæləsɒkɹəsi
train_004056,wonderful,GA,wʌndɚfl̩,RP,wʌndəfl̩
train_004057,guttural,GA,ɡʌtəɹəl,RP,ɡʌtəɹəl
train_004058,visceral,NZ,vəsəɹəl,RP,vɪsəɹəl
train_004059,heroes,RP,hɪəɹəʊz,GA,hɪɹoʊz
train_004060,legitimize,GA,ləd͡ʒɪtɪmaɪz,RP,ləd͡ʒɪtɪmaɪz
train_004061,insularity,GA,ɪnsjəlæɹɪti,RP,ɪnsjulæɹɪti
train_004062,prepone,RP,pripəʊn,GA,pripoʊn
train_004063,yarrow,GA,jæɹoʊ,RP,jæɹəʊ
train_004064,tan,NZ,tɛn,RP,tæn
train_004065,encode,GA,ɪnkoʊd,RP,ɪnkəʊd
train_004066,deterministic,RP,dɪtɜmɪnɪstɪk,AU,dɪtɜmɪnɪstɪk
train_004067,parliamentary,AU,pɐləmentəɹi,RP,pɑləmɛntəɹi
train_004068,readability,GA,ɹidəbɪləti,RP,ɹidəbɪlɪti
train_004069,offline,RP,ɒflaɪn,GA,ɔflaɪn
train_004070,dreadnought,RP,dɹɛdnɔt,GA,dɹɛdnɔt
train_004071,newly,RP,njuli,GA,nuli
train_004072,arrowroot,RP,æɹəʊɹut,GA,ɛɹoʊɹut
train_004073,defend,GA,dɪfɛnd,AU,dəfend
train_004074,accident,RP,æksɪdənt,GA,æksədənt
train_004075,haka,NZ,haka,RP,hɑkə
train_004076,spam,NZ,spɛm,GA,spæm
train_004077,yclept,RP,ɪklɛpt,GA,ɪklɛpt
train_004078,optics,GA,ɑptɪks,RP,ɒptɪks
train_004079,losing,NZ,lʉzəŋ,GA,luzɪŋ
train_004080,baths,RP,bɑðz,GA,bæθs
train_004081,hoped,RP,həʊpt,GA,hoʊpt
train_004082,zeta,RP,zitə,GA,zeɪtə
train_004083,handsomely,GA,hæntsəmli,RP,hæntsəmli
train_004084,commendation,AU,kɔməndæɪʃən,GA,kɑməndeɪʃən
train_004085,tachycardia,NZ,tɛkəkɐdiə,RP,tækɪkɑdiə
train_004086,phonology,RP,fənɒləd͡ʒi,GA,fənɑləd͡ʒi
train_004087,lobelia,GA,loʊbiliə,RP,ləʊbiliə
train_004088,physiology,GA,fɪziɑləd͡ʒi,RP,fɪziɒləd͡ʒi
train_004089,endorse,RP,ɪndɔs,GA,ɪndoɹs
train_004090,upturn,RP,ʌptɜn,GA,ʌptɝn
train_004091,harmed,RP,hɑmd,GA,hɑɹmd
train_004092,shareholder,GA,ʃɛɹhoʊldɚ,AU,ʃehəʉldəɹ
train_004093,perspicuous,GA,pərspɪkjəwəs,RP,pəspɪkjuəs
train_004094,voxel,GA,vɑksəl,RP,vɒksəl
train_004095,coincide,RP,kəʊɪnsaɪd,GA,koʊɪnsaɪd
train_004096,oat,GA,oʊ̯t,AU,əʉ̯t
train_004097,burst,GA,bɝst,NZ,bøst
train_004098,omniscient,GA,ɑmnɪʃənt,RP,ɒmnɪsɪənt
train_004099,cares,AU,kez,GA,kɛɹz
train_004100,worst,RP,wɜst,GA,wɜɹst
train_004101,legitimize,AU,ləd͡ʒɪtɪmɑɪz,GA,ləd͡ʒɪtɪmaɪz
train_004102,amaretto,RP,æməɹɛtəʊ,GA,æməɹɛtoʊ
train_004103,jeopardize,GA,d͡ʒɛpɚdaɪz,AU,d͡ʒepədɑez
train_004104,aweary,GA,əwɪɹi,NZ,əwiə̯ɹi
train_004105,memetics,RP,mɛmɛtɪks,GA,məmɛtɪks
train_004106,pen,AU,pen,NZ,pen
train_004107,unto,GA,ʌntə,RP,ʌntʊ
train_004108,denying,GA,dənaɪɪŋ,RP,dɪnaɪɪŋ
train_004109,critique,NZ,kɹətik,RP,kɹɪtik
train_004110,extenuate,RP,ɪkstɛnjʊət,GA,ɪkstɛnjəwət
train_004111,termed,GA,tɝmd,RP,tɜmd
train_004112,betatron,GA,beɪtətɹɑn,RP,bitətɹɒn
train_004113,doctrinaire,AU,dɔktɹɪne,RP,dɒktɹɪnɛə̯
train_004114,reasonable,GA,ɹizənəbəl,AU,ɹiznəbəl
train_004115,pathogenesis,NZ,pɛθɐʉd͡ʒenəsəs,RP,pæθəʊd͡ʒɛnəsɪs
train_004116,brute,GA,bɹut,RP,bɹut
train_004117,open,GA,oʊpən,AU,əʉpən
train_004118,consequently,RP,kɒnsɪkwɛntli,GA,kɑnsɪkwɛntli
train_004119,dialogue,NZ,daɪəlɒɡ,RP,daɪəlɒɡ
train_004120,regale,RP,ɹɪɡeɪl,AU,ɹɪɡæɪl
train_004121,whereupon,RP,wɛərəpɒn,GA,hwɛrəpɑn
train_004122,late,AU,læɪt,RP,leɪt
train_004123,placebo,AU,pləsibəʉ,RP,pləsibəʊ
train_004124,chiffonier,GA,ʃɪfənɪɹ,RP,ʃɪfənɪə
train_004125,manipulate,RP,mənɪpjʊleɪt,GA,mənɪpjəleɪt
train_004126,insouciant,GA,insusiənt,RP,ɪnsusɪənt
train_004127,charlatan,RP,ʃɑlətən,GA,ʃɑɹlətən
train_004128,procedure,GA,pɹəsid͡ʒɚ,RP,pɹəsid͡ʒə
train_004129,gooey,RP,ɡui,GA,ɡui
train_004130,bubble,RP,bʌbəl,AU,bɐbəl
train_004131,sketch,RP,skɛt͡ʃ,NZ,ske̝t͡ʃ
train_004132,wyvern,RP,waɪvən,GA,waɪvəɹn
train_004133,stagger,RP,stæɡə,GA,stæɡɚ
train_004134,stubborn,GA,stʌbɚn,RP,stʌbən
train_004135,impose,AU,ɪmpəʉz,NZ,əmpɐʉz
train_004136,mahogany,GA,məhɑɡəni,RP,məhɒɡəni
train_004137,grateful,GA,ɡɹeɪtfəl,RP,ɡɹeɪtfʊl
train_004138,critique,AU,kɹɪtik,NZ,kɹətik
train_004139,whoreson,RP,hɔsən,GA,hɔɹsən
train_004140,perdure,GA,pɚdʊɹ,RP,pəd͡ʒʊə̯
train_004141,sparkling,GA,spɑɹkl̩ɪŋ,RP,spɑkl̩ɪŋ
train_004142,compose,AU,kəmpəʉz,NZ,kəmpɐʉz
train_004143,termed,RP,tɜmd,GA,tɝmd
train_004144,sailor,RP,seɪlə,GA,seɪlɚ
train_004145,difference,RP,dɪfəɹəns,NZ,dəfəɹəns
train_004146,tinder,RP,tɪndə,GA,tɪndɚ
train_004147,tanzanite,GA,tænzənaɪt,RP,tænzənaɪt
train_004148,privilege,RP,pɹɪvɪlɪd͡ʒ,GA,pɹɪvɪlɪd͡ʒ
train_004149,educate,NZ,ed͡ʒɘkæet,GA,ɛd͡ʒəkeɪt
train_004150,microbial,NZ,maɪkɹɐʉbiəl,AU,mɑekɹəʉbiəl
train_004151,fosse,RP,fɒs,NZ,fɒs
train_004152,sloppily,RP,slɒpɪli,GA,slɑpɪli
train_004153,wear,NZ,weə,RP,wɛə
train_004154,barista,AU,bəɹɪstə,RP,bəɹistə
train_004155,phonological,RP,fɒnəlɒd͡ʒɪkəl,GA,fɑnəlɑd͡ʒɪkəl
train_004156,indaba,RP,ɪndɑbə,GA,ɪndɑbə
train_004157,bosomy,GA,bʊzəmi,RP,bʊzəmi
train_004158,sinew,AU,sɪnjʉ,GA,sɪnju
train_004159,unity,RP,junɪti,AU,jʉnəti
train_004160,font,GA,fɑnt,RP,fɒnt
train_004161,pentad,RP,pɛntad,GA,pɛntæd
train_004162,chad,NZ,t͡ʃɛd,RP,t͡ʃæd
train_004163,oral,GA,oɹəl,AU,oɹəl
train_004164,interwoven,GA,ɪntɚwoʊvən,NZ,əntəwɐʉvən
train_004165,fortuitous,NZ,fot͡ʃʉɘtɘs,RP,fɔtjuɪtəs
train_004166,casino,RP,kəsinəʊ,AU,kəsinəʉ
train_004167,indirectly,RP,ɪndɪɹɛktli,AU,ɪndɪɹektli
train_004168,civilization,GA,sɪvəlaɪzeɪʃən,AU,sɪvəlɑezæɪʃən
train_004169,slugabed,GA,slʌɡəbɛd,RP,slʌɡəbɛd
train_004170,solvent,NZ,sɒlvənt,RP,sɒlvənt
train_004171,mars,RP,mɑz,GA,mɑɹz
train_004172,cochlea,GA,koʊkliə,RP,kɒkliə
train_004173,simmer,GA,sɪmɚ,RP,sɪmə
train_004174,compensation,RP,kɒmpənseɪʃən,GA,kɑmpənseɪʃən
train_004175,nationalism,GA,næʃənəlɪzəm,RP,næʃənəlɪzəm
train_004176,oversight,RP,əʊvəsaɪt,AU,əʉvəsɑet
train_004177,stenograph,GA,stɛnəɡɹæf,RP,stɛnəɡɹɑf
train_004178,strop,RP,stɹɒp,GA,stɹɑp
train_004179,garlicky,GA,ɡɑɹlɪki,RP,ɡɑlɪki
train_004180,callow,GA,kæloʊ,RP,kæləʊ
train_004181,nitrox,RP,naɪtɹɒks,GA,naɪtɹɑks
train_004182,music,RP,mjuzɪk,NZ,mjʉzək
train_004183,disease,NZ,dəziz,AU,dɪziz
train_004184,erratic,RP,ɪɹætɪk,NZ,əɹɛtək
train_004185,saline,RP,seɪlaɪn,AU,sæɪlɑɪn
train_004186,matters,AU,mætəz,NZ,mɛtəz
train_004187,cathead,RP,kæthɛd,GA,kæthɛd
train_004188,terminal,AU,tɜmɪnəl,GA,tɝmɪnəl
train_004189,formula,AU,fomjələ,RP,fɔmjʊlə
train_004190,hogshead,RP,hɒɡzhɛd,GA,hɑɡzhɛd
train_004191,liberator,GA,lɪbəɹeɪtəɹ,RP,lɪbəɹeɪtə
train_004192,acceptability,GA,æksɛptəbɪləti,RP,æksɛptəbɪlɪti
train_004193,upturn,GA,ʌptɝn,RP,ʌptɜn
train_004194,randomization,AU,ɹændəməzæɪt͡ʃən,RP,ɹændəməzeɪt͡ʃən
train_004195,scrod,RP,skɹɒd,GA,skɹɑd
train_004196,reject,RP,ɹɪd͡ʒɛkt,GA,ɹɪd͡ʒɛkt
train_004197,hostel,RP,hɒstəl,GA,hɑstəl
train_004198,word,RP,wɜd,GA,wɜɹd
train_004199,pamphlet,RP,pæmflɪt,GA,pæmflɪt
train_004200,subliminal,RP,sʌblɪmɪnəl,AU,sɐblɪmɪnəl
train_004201,useful,RP,jusfəl,AU,jʉsfəl
train_004202,vaporous,RP,veɪpəɹəs,GA,veɪpəɹəs
train_004203,hoser,RP,həʊ̯zə,GA,hoʊ̯zɚ
train_004204,oxen,RP,ɒksən,GA,ɑksən
train_004205,oni,RP,əʊni,GA,oʊni
train_004206,goetic,RP,ɡəʊɛtɪk,GA,ɡoʊɛtɪk
train_004207,ancillary,AU,ænsɪləɹi,GA,ænsəlɛɹi
train_004208,hearer,RP,hɪəɹə,GA,hɪɹɚ
train_004209,erg,RP,ɜɡ,GA,ɝɡ
train_004210,perp,NZ,pøp,RP,pɜp
train_004211,mandylion,GA,mændɪliən,RP,mɑndɪlɪən
train_004212,cuneiform,GA,kjuniəfɔɹm,RP,kjunɪfɔm
train_004213,uses,GA,jusɪz,NZ,jʉsəz
train_004214,distribute,RP,dɪstɹɪbjut,AU,dɪstɹɪbjʉt
train_004215,uniformly,GA,junəfɔɹmli,RP,junɪfɔmli
train_004216,fetor,RP,fitə,GA,fitəɹ
train_004217,microphone,AU,mɑekɹəfəʉn,RP,maɪkɹəfəʊn
train_004218,serf,RP,sɜf,NZ,søf
train_004219,blotched,GA,blɑt͡ʃt,RP,blɒtʃt
train_004220,lasagna,RP,ləzɑnjə,GA,ləzænjə
train_004221,artificial,RP,ɑtɪfɪʃəl,AU,ɐtəfɪʃəl
train_004222,eagerly,GA,iɡɚli,RP,iɡəli
train_004223,guards,RP,ɡɑdz,GA,ɡɑɹdz
train_004224,endearing,RP,ɪndɪəɹɪŋ,GA,ɪndɪɹɪŋ
train_004225,rowdy,RP,ɹaʊ̯di,AU,ɹæɔ̯di
train_004226,design,AU,dɪzɑen,RP,dɪzaɪn
train_004227,misperception,GA,mɪspɚsɛpʃən,RP,mɪspəsɛpʃən
train_004228,autonomy,GA,ɔtɑnəmi,RP,ɔtɒnəmi
train_004229,canvass,GA,kænvəs,NZ,kɛnvəs
train_004230,terse,RP,tɜs,AU,tɜs
train_004231,cirque,RP,sɜk,GA,sɝk
train_004232,frankly,RP,fɹæŋkli,AU,fɹæŋkli
train_004233,juror,GA,d͡ʒʊɹɚ,RP,d͡ʒʊəɹə
train_004234,pinto,AU,pɪntəʉ,RP,pɪntəʊ
train_004235,biology,RP,baɪɒləd͡ʒi,GA,baɪɑləd͡ʒi
train_004236,zoology,RP,zəʊɒlədʒi,NZ,zɐʉɒlədʒi
train_004237,scattered,GA,skætɚd,RP,skætəd
train_004238,democratically,GA,dɛməkɹætəkli,RP,dɛməkɹætɪkli
train_004239,stratospheric,GA,stɹætəsfɛɹɪk,RP,stɹætəsfɛɹɪk
train_004240,interpret,RP,ɪntɜpɹɪt,NZ,əntøpɹət
train_004241,arborescent,GA,ɑɹbəɹɛsənt,RP,ɑbəɹɛsənt
train_004242,collate,RP,kəleɪt,AU,kəlæɪt
train_004243,malarkey,RP,məlɑki,GA,məlɑɹki
train_004244,exert,RP,ɪɡzɜt,GA,ɪɡzɝt
train_004245,equinox,RP,ɛkwɪnɒks,GA,ɛkwənɑks
train_004246,derail,RP,diɹeɪl,AU,diɹæɪl
train_004247,worried,GA,wʌɹid,NZ,wɒɹid
train_004248,melatonin,NZ,melətɐʉnən,RP,mɛlətəʊnɪn
train_004249,quinquagenarian,RP,kwɪŋkwəd͡ʒɪnɛəɹɪən,GA,kwɪŋkwəd͡ʒənɛɹiən
train_004250,focus,GA,foʊ̯kəs,AU,fəʉkəs
train_004251,sawhorse,GA,sɔhɔɹs,RP,sɔhɔs
train_004252,reforms,RP,ɹɪfɔmz,GA,ɹɪfɔɹmz
train_004253,normative,RP,nɔmətɪv,AU,nomətɪv
train_004254,combinatory,RP,kɒmbɪnətɹi,GA,kɑmbənətɔɹi
train_004255,characteristics,RP,kæɹəktəɹɪstɪks,GA,kɛɹəktəɹɪstɪks
train_004256,properties,GA,pɹɑpɚtiz,RP,pɹɒpətiz
train_004257,participate,RP,pɑtɪsɪpeɪt,AU,pɐtɪsəpæɪt
train_004258,cognition,GA,kɔɡnɪʃən,NZ,kɒɡnəʃən
train_004259,historian,GA,hɪstɔɹiən,RP,hɪstɔɹɪən
train_004260,mediation,AU,midiæɪʃən,GA,midieɪʃən
train_004261,confab,RP,kɒnfæb,AU,kɔnfæb
train_004262,spatchcock,GA,spæt͡ʃkɑk,RP,spæt͡ʃkɒk
train_004263,panda,RP,pændə,AU,pændə
train_004264,scientist,GA,saɪəntəst,RP,saɪəntɪst
train_004265,accommodate,NZ,əkɒmədæɪt,AU,əkɔmədæɪt
train_004266,pole,GA,poʊl,AU,pəʉl
train_004267,popularity,AU,pɔpjəlæɹəti,RP,pɒpjəlæɹɪti
train_004268,advertisement,RP,ədvɜtɪsmənt,NZ,ədvøtəsmənt
train_004269,incorrigible,RP,ɪnkɒɹɪdʒəbəl,GA,ɪnkɔɹɪd͡ʒəbəl
train_004270,burdensome,AU,bɜdənsəm,GA,bɝdənsəm
train_004271,scalable,RP,skeɪləbl̩,AU,skæɪləbl̩
train_004272,porridge,AU,pɔɹɪd͡ʒ,RP,pɒɹɪd͡ʒ
train_004273,scrutiny,AU,skɹʉtɪni,GA,skɹutɪni
train_004274,rump,AU,ɹɐmp,RP,ɹʌmp
train_004275,untrustworthy,NZ,ɐntɹɐstwøði,AU,ɐntɹɐstwɜði
train_004276,erosion,NZ,əɹɐʉʒən,AU,ɪɹəʉʒən
train_004277,limestone,GA,laɪmstoʊn,RP,laɪmstəʊn
train_004278,blew,AU,blʉ,RP,blu
train_004279,clearing,GA,klɪɹɪŋ,AU,klɪəɹɪŋ
train_004280,bonk,GA,bɑŋk,RP,bɒŋk
train_004281,prewar,GA,pɹiwɔɹ,RP,pɹiwɔ
train_004282,casino,GA,kæsinoʊ,NZ,kəsinɐʉ
train_004283,scattered,RP,skætəd,GA,skætɚd
train_004284,spam,GA,spæm,RP,spæm
train_004285,slender,AU,slendə,RP,slɛndə
train_004286,splendour,GA,splɛndɚ,RP,splɛndə
train_004287,gasped,GA,ɡæspt,RP,ɡɑspt
train_004288,trousseau,GA,tɹusoʊ,RP,tɹusəʊ
train_004289,embattle,GA,ɛmbætəl,RP,ɛmbætəl
train_004290,railway,AU,ɹæɪlweɪ,RP,ɹeɪlweɪ
train_004291,difference,AU,dɪfəɹəns,RP,dɪfəɹəns
train_004292,charged,RP,t͡ʃɑd͡ʒd,GA,t͡ʃɑɹd͡ʒd
train_004293,ankh,GA,ɑŋk,RP,æŋk
train_004294,wassup,RP,wɒsʌp,GA,wəsʌp
train_004295,involuntary,AU,ɪnvɔləntɹi,RP,ɪnvɒləntɹi
train_004296,foramina,RP,fəɹamɪnə,GA,fəɹæmənə
train_004297,prevocalic,NZ,pɹivɐʉkɛlək,RP,pɹivəʊkælɪk
train_004298,nary,RP,nɛəɹi,NZ,neəɹi
train_004299,blouse,GA,blaʊ̯s,RP,blaʊ̯z
train_004300,buck,AU,bäk,RP,bʌk
